# Time-averaged data for fix msd_out
# TimeStep c_msd[4]
0 0
100 0.423539
200 0.505601
300 0.83814
400 0.979297
500 1.17336
600 1.34067
700 1.53128
800 1.73429
900 1.92279
1000 2.12568
1100 2.35127
1200 2.60895
1300 2.91118
1400 3.18714
1500 3.43867
1600 3.7292
1700 4.01269
1800 4.29574
1900 4.55215
2000 4.85633
2100 5.22287
2200 5.65446
2300 6.16606
2400 6.75432
2500 7.36936
2600 8.05433
2700 8.81166
2800 9.64969
2900 10.5459
3000 11.5293
3100 12.5772
3200 13.6481
3300 14.8246
3400 16.0977
3500 17.5282
3600 18.9792
3700 20.4754
3800 22.124
3900 23.9867
4000 25.9246
4100 27.9664
4200 30.0272
4300 32.1167
4400 34.4804
4500 37.0895
4600 39.7298
4700 42.2945
4800 45.0795
4900 48.0465
5000 51.227
5100 54.4976
5200 57.7356
5300 61.2557
5400 65.0345
5500 68.9622
5600 73.0605
5700 77.1717
5800 81.4002
5900 85.7793
6000 90.6261
6100 95.8122
6200 101.007
6300 106.342
6400 111.956
6500 118.188
6600 124.48
6700 130.646
6800 136.839
6900 143.233
7000 150.031
7100 157.217
7200 164.418
7300 171.372
7400 178.616
7500 186.42
7600 194.684
7700 202.764
7800 210.774
7900 219.498
8000 228.756
8100 238.202
8200 247.522
8300 256.878
8400 267.355
8500 278.427
8600 289.113
8700 299.658
8800 310.643
8900 321.963
9000 333.492
9100 344.72
9200 355.897
9300 367.524
9400 380.161
9500 392.84
9600 404.794
9700 417.038
9800 430.197
9900 444.09
10000 458.359
10100 472.571
10200 486.65
10300 501.488
10400 517.441
10500 533.611
10600 549.516
10700 565.5
10800 581.956
10900 599.58
11000 617.216
11100 633.651
11200 650.515
11300 667.64
11400 685.639
11500 704.693
11600 723.483
11700 741.697
11800 760.473
11900 780.294
12000 800.419
12100 819.735
12200 839.246
12300 859.878
12400 881.26
12500 902.944
12600 923.607
12700 943.899
12800 965.44
12900 988.112
13000 1011.47
13100 1035.13
13200 1058.16
13300 1080.84
13400 1104.95
13500 1130.01
13600 1155.02
13700 1179.53
13800 1204.05
13900 1228.93
14000 1253.69
14100 1278.49
14200 1304.25
14300 1331.29
14400 1357.72
14500 1383.16
14600 1408.81
14700 1435.03
14800 1461.69
14900 1489.9
15000 1516.51
15100 1541.31
15200 1566.4
15300 1593.7
15400 1621.53
15500 1648.45
15600 1673.48
15700 1699.52
15800 1727.39
15900 1756.03
16000 1784.14
16100 1811.62
16200 1838.97
16300 1866.05
16400 1890.8
16500 1915.44
16600 1941.17
16700 1968.26
16800 1994.45
16900 2019.8
17000 2045.39
17100 2071.72
17200 2097.72
17300 2125.27
17400 2153.07
17500 2180.47
17600 2207.73
17700 2236.3
17800 2265.42
17900 2294.3
18000 2321.22
18100 2347.46
18200 2375.26
18300 2402.97
18400 2430.4
18500 2457.67
18600 2484.84
18700 2513.17
18800 2543.03
18900 2571.24
19000 2598.03
19100 2625.6
19200 2653.74
19300 2683.88
19400 2711.48
19500 2737.35
19600 2762.42
19700 2788.01
19800 2813.32
19900 2836.03
20000 2858.28
20100 2878.59
20200 2896.54
20300 2909.84
20400 2917.34
20500 2918.85
20600 2914.54
20700 2911.44
20800 2905.09
20900 2895.91
21000 2884.73
21100 2873.36
21200 2863.14
21300 2854.78
21400 2848.03
21500 2841.94
21600 2836.67
21700 2833.89
21800 2830.55
21900 2829.91
22000 2831.12
22100 2832.82
22200 2832.54
22300 2834.72
22400 2838.56
22500 2841.72
22600 2845.25
22700 2847.74
22800 2850.12
22900 2852.6
23000 2857.43
23100 2862.54
23200 2867.93
23300 2873.04
23400 2876.96
23500 2880.8
23600 2884.86
23700 2889.22
23800 2893.49
23900 2895.54
24000 2894
24100 2891.66
24200 2887.87
24300 2885.4
24400 2883.3
24500 2880.42
24600 2878.42
24700 2875.3
24800 2873.36
24900 2873.03
25000 2876.33
25100 2879.78
25200 2882.19
25300 2884.64
25400 2887.24
25500 2890.71
25600 2892.76
25700 2892.86
25800 2891.19
25900 2891.15
26000 2888.77
26100 2885.4
26200 2882.6
26300 2878.53
26400 2876.01
26500 2875.23
26600 2876.38
26700 2875.64
26800 2875.24
26900 2875.86
27000 2876.18
27100 2875.72
27200 2873.56
27300 2873.86
27400 2874.69
27500 2873.83
27600 2871.47
27700 2869.52
27800 2868.53
27900 2869.57
28000 2869.51
28100 2868.36
28200 2866.88
28300 2864.62
28400 2861.45
28500 2858
28600 2854.29
28700 2849.89
28800 2845.74
28900 2843.24
29000 2842.55
29100 2841.45
29200 2842.59
29300 2844.61
29400 2847.51
29500 2848.93
29600 2849.5
29700 2849.13
29800 2850.24
29900 2850.7
30000 2851.22
30100 2851.59
30200 2855.11
30300 2858.77
30400 2861.41
30500 2863.82
30600 2867.61
30700 2871.28
30800 2875.7
30900 2879.24
31000 2884.14
31100 2889.58
31200 2891.54
31300 2890.53
31400 2890.45
31500 2889.87
31600 2888.03
31700 2883.86
31800 2880.64
31900 2876.8
32000 2873.13
32100 2869.4
32200 2867.26
32300 2864.62
32400 2863.93
32500 2864.18
32600 2865.69
32700 2866.96
32800 2869.13
32900 2871.14
33000 2871.33
33100 2870.75
33200 2869.88
33300 2869.73
33400 2871.1
33500 2872.86
33600 2874.4
33700 2874.94
33800 2875.03
33900 2877.09
34000 2879.95
34100 2882.46
34200 2885.28
34300 2887.34
34400 2888.57
34500 2888.44
34600 2891.7
34700 2891.49
34800 2891.62
34900 2889.29
35000 2887.44
35100 2885.65
35200 2883.34
35300 2880.87
35400 2881.67
35500 2882.93
35600 2883.94
35700 2881.39
35800 2882.33
35900 2882.14
36000 2881.16
36100 2880.72
36200 2878.75
36300 2876.54
36400 2873.56
36500 2871.32
36600 2870.5
36700 2868.67
36800 2863.66
36900 2862.29
37000 2863.42
37100 2865.65
37200 2867
37300 2867.39
37400 2869.08
37500 2870.68
37600 2874.73
37700 2877.7
37800 2881.58
37900 2884.7
38000 2886.65
38100 2892.1
38200 2895.13
38300 2897.02
38400 2898.44
38500 2899.87
38600 2902.81
38700 2905.63
38800 2907.32
38900 2908.26
39000 2908.1
39100 2905.93
39200 2904.04
39300 2903.72
39400 2903.21
39500 2904.51
39600 2905.22
39700 2904.85
39800 2902.86
39900 2899.13
40000 2892.33
40100 2888
40200 2886.53
40300 2883.23
40400 2881.08
40500 2880.45
40600 2880.28
40700 2882.69
40800 2884.25
40900 2884.24
41000 2884.94
41100 2886.88
41200 2890.89
41300 2894.22
41400 2897.21
41500 2897.23
41600 2896.84
41700 2896.53
41800 2898.91
41900 2903.28
42000 2909.13
42100 2912.32
42200 2915.75
42300 2918.9
42400 2919.35
42500 2918.63
42600 2918.22
42700 2915.46
42800 2914.27
42900 2915.16
43000 2915.76
43100 2914.99
43200 2914.51
43300 2913.48
43400 2913.75
43500 2914.37
43600 2912.47
43700 2909.31
43800 2906.27
43900 2903.12
44000 2901.16
44100 2900.63
44200 2898.43
44300 2897.17
44400 2896.4
44500 2896.5
44600 2896.72
44700 2897.51
44800 2896.02
44900 2895.81
45000 2896.39
45100 2895.93
45200 2893.43
45300 2890.03
45400 2888.38
45500 2888.47
45600 2886.03
45700 2884.58
45800 2883.68
45900 2883.7
46000 2883.64
46100 2881.76
46200 2880.17
46300 2876.58
46400 2874.82
46500 2872.63
46600 2871.1
46700 2869.97
46800 2872.31
46900 2874.3
47000 2875.54
47100 2875.19
47200 2874.3
47300 2871.64
47400 2868.48
47500 2866.2
47600 2866.35
47700 2868.35
47800 2870.08
47900 2870.78
48000 2869.42
48100 2866.59
48200 2865.34
48300 2864.5
48400 2863.87
48500 2862.76
48600 2862.55
48700 2860.24
48800 2859.17
48900 2858.43
49000 2857.31
49100 2857.22
49200 2858.65
49300 2858.35
49400 2856.51
49500 2855.62
49600 2855.76
49700 2856.91
49800 2860.95
49900 2865.25
50000 2869.13
50100 2871.68
50200 2872.97
50300 2874.98
50400 2876.18
50500 2877.05
50600 2877.87
50700 2878.87
50800 2879.79
50900 2879.83
51000 2879.71
51100 2881.12
51200 2881.6
51300 2880.36
51400 2877.04
51500 2876.2
51600 2876.61
51700 2877.33
51800 2875.51
51900 2871.08
52000 2869.36
52100 2869.24
52200 2871.22
52300 2873.66
52400 2874.44
52500 2874.6
52600 2872.95
52700 2872.65
52800 2872.2
52900 2870.25
53000 2867.83
53100 2866.39
53200 2866.87
53300 2868.09
53400 2869.53
53500 2872.6
53600 2876.59
53700 2881.7
53800 2884.74
53900 2886.65
54000 2890.01
54100 2893.47
54200 2895.66
54300 2896.8
54400 2899.95
54500 2905.27
54600 2907.17
54700 2907.87
54800 2908.54
54900 2908.79
55000 2907.54
55100 2904.43
55200 2902.35
55300 2900.96
55400 2898.37
55500 2897.66
55600 2894.4
55700 2890.57
55800 2886.94
55900 2884.07
56000 2883
56100 2883.39
56200 2884.75
56300 2887.33
56400 2888.23
56500 2889.09
56600 2891.06
56700 2892.5
56800 2893.76
56900 2897.03
57000 2900.41
57100 2903.3
57200 2903.14
57300 2899.78
57400 2896.75
57500 2894.61
57600 2894.33
57700 2894.5
57800 2895.75
57900 2897.58
58000 2898.19
58100 2898.58
58200 2900.25
58300 2901.24
58400 2901.66
58500 2902.02
58600 2902.78
58700 2902.55
58800 2904.57
58900 2906.86
59000 2911.88
59100 2917.77
59200 2920.09
59300 2919.25
59400 2917.57
59500 2917.45
59600 2917.1
59700 2916.01
59800 2914.06
59900 2913.72
60000 2912.4
60100 2911.1
60200 2910.31
60300 2907.88
60400 2906.93
60500 2904.78
60600 2901.53
60700 2898.7
60800 2897.59
60900 2897.42
61000 2897.27
61100 2896.97
61200 2899.19
61300 2901.5
61400 2903.99
61500 2905.85
61600 2906.46
61700 2906.55
61800 2907.24
61900 2908.62
62000 2910.22
62100 2909.77
62200 2909.54
62300 2911.6
62400 2912.94
62500 2913.17
62600 2914.59
62700 2917.69
62800 2921.34
62900 2923.87
63000 2926.83
63100 2927.5
63200 2926.44
63300 2923.74
63400 2923.87
63500 2924.81
63600 2925.38
63700 2925.23
63800 2923.44
63900 2923.62
64000 2925.12
64100 2926.99
64200 2929.09
64300 2931.22
64400 2936.04
64500 2940.85
64600 2943.45
64700 2943.55
64800 2943.61
64900 2946.13
65000 2946.49
65100 2946.57
65200 2944.88
65300 2942.73
65400 2941
65500 2936.77
65600 2935.02
65700 2933.56
65800 2933.29
65900 2933.42
66000 2932.29
66100 2931.56
66200 2930.27
66300 2931.5
66400 2932.78
66500 2934.57
66600 2936.86
66700 2941.5
66800 2944.84
66900 2946.37
67000 2948.21
67100 2948.43
67200 2946.77
67300 2944.21
67400 2944.06
67500 2941.91
67600 2942.57
67700 2941.05
67800 2940.3
67900 2942.53
68000 2943.41
68100 2946.64
68200 2950.46
68300 2952.81
68400 2953.41
68500 2951.28
68600 2946.73
68700 2945.56
68800 2943.93
68900 2938.95
69000 2935.82
