# Time-averaged data for fix thAvgFix
# TimeStep v_myPE v_myKE v_myTE v_myPress v_myTemp
1000 1.18066 3.05049 4.23115 -0.0370828 2.1407
2000 0.386893 2.89741 3.28431 0.031467 2.03327
3000 0.23067 2.69178 2.92245 0.00518267 1.88897
4000 0.730386 2.70399 3.43438 -0.00977725 1.89754
5000 1.07344 3.12631 4.19975 -0.00383273 2.1939
6000 0.41462 2.86417 3.27879 -0.00546787 2.00994
7000 0.208509 2.68405 2.89256 -0.0236286 1.88355
8000 0.549359 2.91556 3.46492 -0.00281187 2.04601
9000 0.320593 2.7835 3.1041 -0.0181676 1.95334
10000 0.45563 2.80899 3.26462 -0.00350955 1.97122
11000 0.547908 3.02522 3.57313 -0.000447633 2.12296
12000 0.437941 2.86227 3.30021 0.000568791 2.00861
13000 0.614244 2.953 3.56724 -0.00170594 2.07228
14000 0.933782 2.92282 3.85661 0.00203261 2.05111
15000 0.6536 2.94038 3.59398 -0.00506502 2.06343
16000 0.483815 3.10971 3.59353 0.00778142 2.18226
17000 0.84341 2.7659 3.60931 -0.00328645 1.94098
18000 1.0492 2.83114 3.88034 -0.00376426 1.98677
19000 0.880737 2.85689 3.73763 -0.0116337 2.00484
20000 0.470851 2.67111 3.14196 0.00391847 1.87446
21000 0.357811 2.60924 2.96705 -0.00464567 1.83104
22000 0.423894 2.79047 3.21436 0.00761901 1.95822
23000 0.583689 2.66192 3.24561 -0.00638294 1.86802
24000 0.71517 2.72769 3.44286 -0.0082563 1.91417
25000 0.757384 2.81442 3.5718 -0.00269669 1.97503
26000 0.302529 2.95283 3.25536 0.0090156 2.07216
27000 0.638808 2.72393 3.36273 -0.00558552 1.91153
28000 0.462507 2.95327 3.41578 -0.00559754 2.07247
29000 0.365803 2.5565 2.9223 -0.00932687 1.79403
30000 0.376394 2.94774 3.32413 -0.00838672 2.06859
31000 0.264665 2.73701 3.00167 0.00853924 1.92071
32000 0.500045 2.77242 3.27247 -0.0032106 1.94556
33000 0.726984 2.66783 3.39481 -0.0102433 1.87216
34000 0.896953 2.84483 3.74179 -0.00380197 1.99637
35000 0.274787 2.73929 3.01408 -0.000457147 1.92231
36000 0.461901 2.91421 3.37612 0.00258617 2.04506
37000 0.208812 2.79163 3.00044 -0.000411786 1.95904
38000 0.232913 2.82976 3.06267 -0.0101812 1.9858
39000 0.477796 3.00932 3.48711 -0.00233624 2.1118
40000 0.406001 2.99534 3.40134 0.00388848 2.10199
41000 0.289451 2.86446 3.15391 -0.00368229 2.01015
42000 0.419808 2.5398 2.9596 -0.00541108 1.78231
43000 0.758764 3.01297 3.77173 -0.00383682 2.11437
44000 0.534991 2.93908 3.47407 0.00418767 2.06251
45000 0.209197 2.90245 3.11164 -0.0104737 2.03681
46000 0.414305 2.83607 3.25038 -0.0104443 1.99023
47000 0.353789 3.0472 3.40099 0.00284762 2.13838
48000 0.677342 2.65681 3.33415 -0.0052823 1.86443
49000 0.639022 2.73866 3.37768 -0.000841878 1.92186
50000 0.589161 2.80118 3.39034 0.00341267 1.96574
51000 0.564906 2.87753 3.44244 -0.00507373 2.01932
52000 0.413764 2.59766 3.01143 0.00171793 1.82292
53000 0.379932 3.01757 3.39751 -0.00110257 2.1176
54000 0.74336 2.86852 3.61188 -0.00291156 2.01299
55000 0.755053 2.91124 3.66629 -0.00684588 2.04297
56000 0.540073 2.6655 3.20557 0.00367933 1.87053
57000 0.632295 2.9046 3.5369 -0.000955421 2.03832
58000 0.757385 2.73908 3.49647 -0.0091111 1.92216
59000 0.332061 2.77273 3.10479 0.00647441 1.94578
60000 0.674227 2.78352 3.45775 0.000946804 1.95335
61000 0.590483 2.52959 3.12008 -0.00280507 1.77515
62000 0.23018 3.00047 3.23065 0.00435302 2.10559
