# Time-averaged data for fix thAvgFix
# TimeStep v_myPE v_myKE v_myTE v_myPress v_myTemp
1000 1.46702 2.40487 3.87189 -0.0248195 1.61944
2000 1.12091 2.25864 3.37955 -0.0512881 1.52097
3000 0.959071 2.29077 3.24985 -0.0411593 1.54261
4000 0.769976 2.14925 2.91922 -0.0287338 1.44731
5000 0.563139 2.27943 2.84256 -0.00863217 1.53497
6000 0.35046 2.24497 2.59543 0.000352487 1.51176
7000 0.252602 2.24745 2.50005 0.0110792 1.51343
8000 0.0039109 2.2556 2.25951 0.0119237 1.51893
9000 -0.554547 2.18181 1.62727 0.0181922 1.46923
10000 -0.924886 2.25988 1.335 0.00886557 1.52181
11000 -1.24613 2.26593 1.0198 0.00391353 1.52588
12000 -1.85466 2.21875 0.36409 0.00397261 1.49411
13000 -2.00386 2.24122 0.237362 -0.00197949 1.50924
14000 -2.2247 2.19846 -0.0262385 -0.0299717 1.48045
15000 -2.97131 2.31664 -0.654675 -0.0135574 1.56002
16000 -3.08763 2.22018 -0.867444 -0.0247787 1.49507
17000 -3.21245 2.21373 -0.99872 -0.0232257 1.49073
18000 -3.16377 2.247 -0.916777 -0.00996955 1.51313
19000 -3.26977 2.21252 -1.05725 -0.0170952 1.48991
20000 -3.41052 2.30635 -1.10417 -0.0182313 1.55309
21000 -3.95716 2.11879 -1.83837 -0.0258713 1.42679
22000 -3.45828 2.2935 -1.16478 -0.0110701 1.54444
23000 -3.77519 2.18734 -1.58785 -0.0258008 1.47296
24000 -3.72519 2.17531 -1.54987 -0.0256952 1.46486
25000 -3.53675 2.24875 -1.288 -0.0220026 1.51431
26000 -3.72215 2.21861 -1.50354 -0.0304993 1.49401
27000 -3.7666 2.24067 -1.52593 -0.0271315 1.50887
28000 -3.66257 2.13677 -1.5258 -0.0273969 1.4389
29000 -3.65098 2.20488 -1.4461 -0.0203278 1.48477
30000 -3.5314 2.27752 -1.25388 -0.0160458 1.53368
31000 -3.68556 2.24804 -1.43752 -0.0224076 1.51383
32000 -3.82225 2.21925 -1.603 -0.0220575 1.49444
33000 -3.80367 2.21301 -1.59066 -0.021413 1.49025
34000 -3.91257 2.237 -1.67557 -0.0102867 1.5064
