# Time-averaged data for fix thAvgFix
# TimeStep v_myPE v_myKE v_myTE v_myPress v_myTemp
1000 1.77958 3.16919 4.94877 -0.0415311 2.12341
2000 1.43322 3.01819 4.45141 -0.0743866 2.02224
3000 1.32844 3.07347 4.40191 -0.0659004 2.05927
4000 1.13514 3.02598 4.16113 -0.0545426 2.02746
5000 0.979296 2.95852 3.93782 -0.0472177 1.98226
6000 0.86407 2.92807 3.79214 -0.029833 1.96186
7000 0.817361 3.03109 3.84845 -0.0175705 2.03088
8000 0.61376 2.97318 3.58694 -0.0160425 1.99208
9000 0.439995 3.03524 3.47524 -0.00101319 2.03366
10000 0.227827 2.92512 3.15295 0.00869361 1.95988
11000 0.187234 3.02256 3.2098 0.00615502 2.02517
12000 0.0602083 3.00802 3.06823 0.0120729 2.01542
13000 -0.0149014 2.90466 2.88976 0.01659 1.94617
14000 -0.245503 2.9732 2.7277 0.0199726 1.99209
15000 -0.531244 2.98285 2.45161 0.0143338 1.99856
16000 -0.995376 2.98853 1.99316 0.0109874 2.00237
17000 -1.32172 2.96956 1.64784 0.00796382 1.98965
18000 -1.56078 2.95625 1.39547 0.00174803 1.98074
19000 -1.9415 2.96796 1.02645 0.00763193 1.98858
20000 -2.22857 2.92901 0.700439 0.00268775 1.96248
21000 -2.70514 3.01516 0.310013 0.0342017 2.0202
22000 -1.87403 3.03663 1.1626 -0.0181782 2.0346
23000 -1.75802 2.98597 1.22795 -0.0109647 2.00065
24000 -2.22368 3.03816 0.814476 0.00240389 2.03562
25000 -2.29284 2.98404 0.691197 -0.00748736 1.99935
26000 -2.32175 2.98765 0.665898 -0.00158634 2.00178
27000 -2.09718 2.96748 0.870298 -0.0126678 1.98826
28000 -1.99661 3.05311 1.0565 -0.00374478 2.04564
29000 -2.05788 2.99734 0.939468 0.00507234 2.00827
30000 -2.01152 2.96164 0.950118 -0.00696971 1.98435
31000 -2.10118 2.99207 0.890889 -0.0121512 2.00474
32000 -2.23283 3.04842 0.815585 0.00656395 2.04249
33000 -2.00578 2.91923 0.913447 -0.0114198 1.95593
34000 -2.0535 2.97511 0.921615 -0.0025401 1.99337
35000 -2.03149 3.00505 0.973559 0.00691172 2.01343
36000 -1.89659 2.94247 1.04588 -0.0123306 1.97151
37000 -1.80283 3.03655 1.23372 -0.00292344 2.03454
38000 -1.9826 2.94591 0.963304 -0.0103161 1.97381
39000 -2.38646 3.01909 0.632632 0.0111964 2.02284
40000 -2.38616 3.02235 0.636194 0.00686476 2.02502
41000 -2.1885 2.9883 0.7998 -0.00370826 2.00221
42000 -2.37762 2.92095 0.543335 -0.0109596 1.95709
43000 -2.7196 2.97959 0.259985 0.00179985 1.99637
44000 -2.75326 3.00515 0.251889 -0.00135261 2.0135
45000 -2.46231 2.89131 0.428996 -0.0131649 1.93723
46000 -2.1977 2.99986 0.802158 0.00107567 2.00995
47000 -1.96099 2.96518 1.00419 0.0002571 1.98672
48000 -2.00585 2.96562 0.959763 -0.00597881 1.98701
49000 -2.0129 2.93307 0.920175 -0.0111574 1.96521
50000 -1.90868 2.92013 1.01145 0.00256652 1.95654
51000 -2.0629 2.95295 0.89005 -0.00461642 1.97853
52000 -2.13723 2.9449 0.807668 -0.00239012 1.97313
53000 -2.05715 2.91697 0.859815 -0.00149078 1.95442
54000 -2.0443 3.00856 0.96426 -0.00236886 2.01578
55000 -2.3327 2.99137 0.658671 0.00753012 2.00427
56000 -2.17126 3.01431 0.843043 0.00235103 2.01964
57000 -2.0673 2.99112 0.923813 0.00177487 2.0041
58000 -2.09838 2.98542 0.887035 -0.00263856 2.00028
59000 -2.18508 2.97892 0.793839 -0.00211998 1.99593
60000 -2.5979 2.96544 0.367539 0.00915401 1.98689
61000 -2.08126 2.96221 0.880951 -0.0109326 1.98473
62000 -2.10126 3.03336 0.932106 0.00215197 2.0324
63000 -2.31931 3.01258 0.693266 -0.00571407 2.01848
64000 -2.32234 2.93212 0.609782 -0.0104312 1.96457
65000 -2.41322 2.99632 0.583094 0.0044899 2.00758
66000 -2.42493 2.89449 0.46956 -0.00458047 1.93935
67000 -2.50998 2.98827 0.478293 0.000623861 2.00219
68000 -2.55463 2.93615 0.381527 -0.00196855 1.96727
69000 -2.69618 3.02147 0.325288 0.000518658 2.02444
70000 -2.39498 3.04243 0.647446 -0.00303049 2.03848
71000 -2.33519 3.02464 0.689458 4.01054e-05 2.02656
72000 -2.27057 2.93611 0.665538 -0.00297641 1.96724
73000 -2.40419 3.02087 0.616671 0.00213974 2.02403
74000 -2.28293 2.99641 0.713476 0.00249292 2.00764
75000 -2.14975 3.02322 0.873469 -0.0029501 2.02561
76000 -2.0639 3.02015 0.956247 -0.00422758 2.02355
