# Time-averaged data for fix thAvgFix
# TimeStep v_myPE v_myKE v_myTE v_myPress v_myTemp
1000 1.01497 1.64713 2.6621 -0.0102703 1.1205
2000 0.596236 1.47886 2.07509 -0.021099 1.00603
3000 0.452222 1.45156 1.90378 -0.0130504 0.987453
4000 0.302105 1.55715 1.85926 0.0089077 1.05929
5000 -0.136604 1.51723 1.38063 0.00848747 1.03213
6000 -0.546435 1.47602 0.929585 0.00690586 1.0041
7000 -1.31667 1.50223 0.185558 0.00580161 1.02192
8000 -1.79321 1.48965 -0.303569 0.00109287 1.01336
9000 -2.25618 1.52807 -0.728114 -0.0149558 1.0395
10000 -2.55224 1.44746 -1.10478 -0.0231223 0.984668
11000 -2.71346 1.56549 -1.14797 -0.0178512 1.06496
12000 -3.17383 1.42801 -1.74582 -0.0127428 0.971439
13000 -3.06751 1.48146 -1.58606 -0.0185206 1.00779
14000 -3.2145 1.48027 -1.73423 -0.0186389 1.00698
15000 -3.62684 1.46219 -2.16465 -0.0204472 0.994689
16000 -3.40794 1.47584 -1.9321 -0.0191631 1.00397
17000 -2.98555 1.50627 -1.47927 -0.0191399 1.02468
18000 -3.02535 1.50632 -1.51903 -0.00926996 1.02471
19000 -2.85829 1.48455 -1.37374 -0.0222808 1.0099
20000 -3.15478 1.47508 -1.6797 -0.0155614 1.00345
21000 -2.91727 1.47255 -1.44472 -0.0233635 1.00174
22000 -3.31362 1.45519 -1.85843 -0.0259263 0.989923
23000 -3.00726 1.46025 -1.54701 -0.00908604 0.993366
24000 -3.42876 1.50693 -1.92183 -0.0114279 1.02512
25000 -3.75989 1.50428 -2.25561 -0.0171051 1.02332
26000 -3.28676 1.53528 -1.75148 -0.0175575 1.04441
27000 -3.66429 1.45121 -2.21308 -0.0277938 0.98722
28000 -3.25083 1.50032 -1.75051 -0.0115434 1.02063
29000 -3.15274 1.45917 -1.69357 -0.0179718 0.992635
30000 -3.02901 1.49627 -1.53275 -0.019543 1.01787
31000 -3.11091 1.47414 -1.63676 -0.019466 1.00282
32000 -3.04032 1.45638 -1.58394 -0.0173243 0.990732
33000 -3.22993 1.41715 -1.81279 -0.0169066 0.964044
34000 -3.67421 1.44447 -2.22974 -0.00985526 0.982631
35000 -3.33879 1.47174 -1.86705 -0.0205556 1.00119
36000 -3.11355 1.47404 -1.63952 -0.0258843 1.00275
37000 -3.05461 1.47552 -1.57909 -0.0087429 1.00376
38000 -3.06447 1.52827 -1.5362 -0.0263691 1.03964
39000 -3.11958 1.43553 -1.68405 -0.0167486 0.97655
40000 -3.0834 1.47438 -1.60902 -0.0144667 1.00298
41000 -3.33234 1.41225 -1.92009 -0.0122375 0.960714
42000 -3.33071 1.42973 -1.90099 -0.0138116 0.972604
43000 -3.04926 1.46811 -1.58115 -0.016859 0.998713
44000 -3.30616 1.42949 -1.87667 -0.0182795 0.972442
45000 -3.25113 1.40247 -1.84866 -0.0233846 0.95406
46000 -2.94834 1.51795 -1.43039 -0.0226584 1.03262
47000 -3.00787 1.45171 -1.55616 -0.0153261 0.987557
48000 -2.94833 1.47062 -1.47771 -0.0198525 1.00042
49000 -3.05789 1.46093 -1.59696 -0.0110214 0.99383
50000 -3.37253 1.43067 -1.94186 -0.0222724 0.973247
51000 -3.0972 1.44569 -1.65151 -0.0242944 0.983462
52000 -2.95318 1.49508 -1.4581 -0.0128514 1.01706
53000 -2.95051 1.46457 -1.48594 -0.0198275 0.996306
54000 -2.7115 1.44994 -1.26155 -0.00854871 0.986355
55000 -2.74796 1.53346 -1.2145 -0.0216928 1.04317
56000 -3.06711 1.50308 -1.56403 -0.0203486 1.0225
57000 -2.95953 1.47329 -1.48624 -0.0153865 1.00224
58000 -3.43175 1.46724 -1.96451 -0.0248078 0.998121
59000 -3.46638 1.41053 -2.05584 -0.0184169 0.959547
60000 -3.53482 1.42151 -2.11331 -0.0149148 0.967013
61000 -3.1717 1.44114 -1.73055 -0.0168021 0.98037
62000 -3.22511 1.43843 -1.78668 -0.0221352 0.978523
63000 -2.91019 1.47193 -1.43826 -0.018899 1.00131
64000 -3.44743 1.47793 -1.9695 -0.0284489 1.00539
65000 -3.51243 1.34186 -2.17057 -0.0192029 0.91283
66000 -3.39008 1.43097 -1.95911 -0.0292655 0.973446
67000 -3.00255 1.52978 -1.47277 -0.0146759 1.04067
68000 -3.09379 1.47566 -1.61813 -0.017981 1.00385
69000 -2.9487 1.55464 -1.39406 -0.0221619 1.05758
70000 -3.54164 1.44422 -2.09742 -0.0135789 0.98246
71000 -3.34137 1.49365 -1.84772 -0.0219142 1.01609
72000 -3.46504 1.44668 -2.01836 -0.0155899 0.984136
73000 -3.30938 1.46174 -1.84765 -0.0169307 0.994378
74000 -3.67991 1.43597 -2.24393 -0.0219066 0.976853
75000 -3.61815 1.4401 -2.17805 -0.0158859 0.979663
76000 -3.92318 1.42454 -2.49864 -0.021123 0.969077
77000 -3.84111 1.48533 -2.35578 -0.018298 1.01043
78000 -3.29251 1.48959 -1.80292 -0.0180175 1.01333
79000 -3.34873 1.50803 -1.8407 -0.0163482 1.02587
80000 -3.31142 1.46571 -1.8457 -0.0289281 0.997082
81000 -3.36583 1.45836 -1.90748 -0.0286943 0.992078
82000 -3.37381 1.46475 -1.90906 -0.0212356 0.996428
83000 -2.91812 1.48316 -1.43496 -0.0182461 1.00895
84000 -2.96751 1.43478 -1.53273 -0.0203604 0.976039
85000 -2.79724 1.55184 -1.24539 -0.0170566 1.05567
86000 -2.82369 1.51322 -1.31047 -0.0136277 1.0294
87000 -3.14938 1.53023 -1.61915 -0.021758 1.04097
88000 -3.18516 1.43261 -1.75255 -0.03036 0.974563
89000 -2.99049 1.50844 -1.48205 -0.0191898 1.02615
90000 -3.12916 1.41099 -1.71817 -0.0300595 0.959855
91000 -2.87976 1.50336 -1.3764 -0.0276676 1.02269
92000 -2.96113 1.46834 -1.49279 -0.0233444 0.998872
93000 -3.20741 1.44859 -1.75882 -0.0284768 0.985438
94000 -2.99203 1.47273 -1.5193 -0.0197524 1.00185
95000 -2.77433 1.50431 -1.27002 -0.0183921 1.02334
96000 -2.88279 1.5002 -1.38259 -0.0216216 1.02054
97000 -3.33152 1.47021 -1.8613 -0.00411459 1.00015
98000 -3.15048 1.47673 -1.67375 -0.0198761 1.00458
99000 -2.88902 1.52127 -1.36775 -0.0159041 1.03488
