# Time-averaged data for fix msd_out
# TimeStep c_msd[4]
0 0
100 0.187338
200 0.271033
300 0.34114
400 0.416457
500 0.407591
600 0.492054
700 0.495139
800 0.565071
900 0.60805
1000 0.629689
1100 0.691434
1200 0.708847
1300 0.774207
1400 0.804387
1500 0.859376
1600 0.895285
1700 0.909162
1800 0.944576
1900 0.981126
2000 1.01899
2100 1.07012
2200 1.08645
2300 1.13693
2400 1.15297
2500 1.21847
2600 1.26617
2700 1.31742
2800 1.36115
2900 1.41275
3000 1.47379
3100 1.56114
3200 1.64861
3300 1.74076
3400 1.81268
3500 1.87978
3600 1.9825
3700 2.04774
3800 2.16501
3900 2.28583
4000 2.42106
4100 2.55636
4200 2.71302
4300 2.89717
4400 3.10791
4500 3.34907
4600 3.55488
4700 3.79199
4800 4.05925
4900 4.33522
5000 4.63528
5100 4.91189
5200 5.25973
5300 5.61139
5400 5.94751
5500 6.28337
5600 6.642
5700 6.94075
5800 7.28867
5900 7.66763
6000 8.04221
6100 8.42969
6200 8.85048
6300 9.32282
6400 9.84189
6500 10.3982
6600 10.9522
6700 11.558
6800 12.1113
6900 12.6965
7000 13.4207
7100 14.1125
7200 14.8415
7300 15.5652
7400 16.3139
7500 17.1117
7600 17.8248
7700 18.491
7800 19.1803
7900 19.9395
8000 20.7402
8100 21.5439
8200 22.3465
8300 23.2381
8400 24.1764
8500 25.2495
8600 26.2646
8700 27.2187
8800 28.2266
8900 29.3091
9000 30.4802
9100 31.674
9200 32.809
9300 33.9537
9400 35.2781
9500 36.6451
9600 37.8995
9700 39.2814
9800 40.6719
9900 42.1643
10000 43.587
10100 44.9499
10200 46.295
10300 47.6468
10400 49.0797
10500 50.5555
10600 52.0448
10700 53.6733
10800 55.34
10900 57.2208
11000 58.9695
11100 60.6757
11200 62.4917
11300 64.4145
11400 66.2688
11500 68.0972
11600 69.917
11700 71.8459
11800 73.9344
11900 76.0335
12000 78.071
12100 80.2188
12200 82.6422
12300 85.0198
12400 87.368
