# Time-averaged data for fix thAvgFix
# TimeStep v_myPE v_myKE v_myTE v_myPress v_myTemp
1000 0.563296 0.88425 1.44755 0.00274136 0.620527
2000 0.303544 0.727737 1.03128 -0.00412377 0.510692
3000 0.168091 0.743066 0.911158 0.00657551 0.52145
4000 -0.417718 0.745855 0.328136 0.00679824 0.523407
5000 -1.12019 0.783992 -0.336194 -0.00551652 0.55017
6000 -1.72259 0.687035 -1.03555 -0.0115612 0.48213
7000 -1.85945 0.745252 -1.1142 -0.00158798 0.522984
8000 -2.06218 0.711306 -1.35088 -0.00346364 0.499162
9000 -2.07447 0.754646 -1.31983 -0.00324443 0.529576
10000 -2.54675 0.681721 -1.86502 0.000595104 0.4784
11000 -2.56085 0.713367 -1.84748 -0.000794048 0.500608
12000 -2.41222 0.735953 -1.67626 0.00188278 0.516458
13000 -2.44323 0.703695 -1.73953 -0.00268519 0.493821
14000 -2.38501 0.693816 -1.69119 0.001062 0.486889
15000 -2.56691 0.693813 -1.8731 0.000150871 0.486886
16000 -2.36783 0.712125 -1.65571 -0.000604906 0.499737
17000 -2.26426 0.678762 -1.5855 0.00137841 0.476324
18000 -2.32358 0.725914 -1.59766 -0.000946972 0.509413
19000 -2.51966 0.707005 -1.81266 0.000292433 0.496144
20000 -2.54987 0.665159 -1.88471 -0.000578145 0.466778
21000 -2.35946 0.753497 -1.60596 0.00107868 0.52877
22000 -2.51576 0.744914 -1.77085 -0.00322913 0.522746
23000 -2.52682 0.716842 -1.80998 -0.000953105 0.503047
24000 -2.47504 0.740332 -1.73471 0.00102057 0.519531
25000 -2.50902 0.686281 -1.82274 -0.0022755 0.4816
26000 -2.36453 0.666095 -1.69843 0.0017019 0.467435
27000 -2.36887 0.734419 -1.63445 -0.00144503 0.515382
28000 -2.22548 0.744431 -1.48105 -0.000221144 0.522408
29000 -2.31786 0.721159 -1.5967 0.00041868 0.506076
30000 -2.47393 0.715168 -1.75876 2.88997e-05 0.501872
31000 -2.57725 0.747761 -1.82949 9.27557e-05 0.524745
32000 -2.68397 0.673626 -2.01035 -0.00198082 0.47272
33000 -2.60227 0.711404 -1.89086 -0.000954907 0.499231
34000 -2.55842 0.701526 -1.85689 0.00120414 0.492299
35000 -2.54753 0.723007 -1.82452 8.71972e-05 0.507373
36000 -2.50949 0.715646 -1.79384 -0.000340122 0.502208
37000 -2.47936 0.672709 -1.80665 0.000156146 0.472076
38000 -2.10566 0.715134 -1.39052 0.000529748 0.501848
39000 -2.04226 0.768416 -1.27384 -0.0027721 0.539239
40000 -2.35295 0.730124 -1.62282 0.000180905 0.512368
41000 -2.58302 0.708784 -1.87424 0.000689309 0.497393
42000 -2.67773 0.697974 -1.97975 -0.000754009 0.489806
43000 -2.59386 0.692638 -1.90122 0.00188851 0.486062
44000 -2.60279 0.673192 -1.9296 -0.000211345 0.472415
45000 -2.51725 0.701851 -1.8154 -0.000549041 0.492527
46000 -2.63762 0.728605 -1.90902 0.000705692 0.511301
47000 -2.66567 0.657969 -2.0077 -0.000919254 0.461733
48000 -2.59603 0.709433 -1.8866 0.000836298 0.497848
49000 -2.59542 0.746819 -1.84861 -0.000483625 0.524083
50000 -2.56567 0.723474 -1.8422 -0.000287882 0.507701
51000 -2.57458 0.710933 -1.86365 -0.000828259 0.4989
52000 -2.6686 0.667811 -2.00078 0.00037392 0.46864
53000 -2.51973 0.750219 -1.76951 -0.000654979 0.52647
54000 -2.41147 0.778152 -1.63332 0.00120896 0.546072
55000 -2.54972 0.667188 -1.88253 -0.000405153 0.468202
56000 -2.47746 0.706043 -1.77141 0.000338617 0.495469
57000 -2.4502 0.66588 -1.78432 -0.00119801 0.467284
58000 -2.43815 0.737399 -1.70075 3.73997e-05 0.517473
59000 -2.55904 0.717289 -1.84175 -0.00223862 0.503361
60000 -2.75747 0.70819 -2.04928 0.00287727 0.496975
61000 -2.79352 0.721474 -2.07204 -0.000919264 0.506297
62000 -2.75504 0.755149 -1.99989 -0.000231783 0.529929
63000 -2.93876 0.691852 -2.24691 -0.00180704 0.48551
64000 -2.84414 0.760991 -2.08315 0.00208491 0.534029
65000 -2.90757 0.705686 -2.20188 0.000418902 0.495219
66000 -2.86853 0.721349 -2.14718 -0.000662204 0.50621
67000 -2.85461 0.76206 -2.09255 0.000264412 0.534779
68000 -2.86798 0.734721 -2.13326 -5.37432e-05 0.515594
69000 -2.91208 0.68008 -2.232 -5.35115e-05 0.477249
70000 -2.91133 0.735321 -2.17601 0.00231403 0.516014
71000 -2.76955 0.732689 -2.03686 -0.00371637 0.514168
72000 -2.68952 0.752019 -1.9375 0.0024017 0.527732
73000 -2.76174 0.742159 -2.01958 -0.00059054 0.520813
74000 -2.8417 0.672104 -2.1696 0.000289714 0.471652
75000 -2.67691 0.733236 -1.94368 -0.00173762 0.514551
76000 -2.87889 0.746462 -2.13242 0.00181862 0.523833
77000 -2.86411 0.650225 -2.21389 -0.000399927 0.456298
78000 -2.83281 0.700309 -2.1325 0.000125931 0.491445
79000 -2.70377 0.725587 -1.97818 -2.3061e-05 0.509184
80000 -2.89598 0.671248 -2.22474 -0.000624945 0.471051
81000 -2.8209 0.731279 -2.08962 -0.000134031 0.513179
82000 -2.91411 0.644551 -2.26956 -0.000396927 0.452316
83000 -2.82197 0.715347 -2.10662 -0.000383797 0.501998
84000 -2.85628 0.679902 -2.17638 0.000176941 0.477125
85000 -2.84405 0.741789 -2.10226 0.00100924 0.520554
86000 -2.74837 0.751811 -1.99656 0.000141989 0.527586
87000 -2.7534 0.745712 -2.00769 -0.00101459 0.523306
88000 -2.65671 0.731698 -1.92501 -0.000771039 0.513472
89000 -2.62198 0.740561 -1.88142 -0.000392401 0.519692
90000 -2.58322 0.727261 -1.85596 0.000808616 0.510359
91000 -2.58992 0.689198 -1.90072 0.00140694 0.483648
92000 -2.85989 0.714281 -2.1456 -0.00152096 0.50125
93000 -2.89157 0.717869 -2.1737 -0.000735085 0.503767
94000 -2.88327 0.692719 -2.19055 0.00212733 0.486118
95000 -2.89888 0.721113 -2.17776 -0.00160198 0.506044
96000 -2.88831 0.718915 -2.1694 -0.000417166 0.504502
97000 -2.83974 0.736457 -2.10328 0.00183351 0.516812
98000 -2.55021 0.752076 -1.79813 0.000950531 0.527773
99000 -2.69035 0.680882 -2.00946 0.000204941 0.477812
100000 -2.60068 0.725042 -1.87563 -0.00364524 0.508802
