# Time-averaged data for fix thAvgFix
# TimeStep v_myPE v_myKE v_myTE v_myPress v_myTemp
1000 0.736695 0.941133 1.67783 0.013928 0.640226
2000 0.355765 0.735031 1.0908 -0.0220999 0.500021
3000 0.263179 0.727874 0.991053 -0.0123155 0.495153
4000 0.193081 0.733609 0.92669 -0.00373522 0.499054
5000 0.061446 0.697465 0.758911 0.00205787 0.474466
6000 -0.133342 0.764152 0.63081 0.00402581 0.519831
7000 -0.583492 0.76635 0.182858 -0.000412826 0.521327
8000 -1.15011 0.759726 -0.390383 -0.00203055 0.516821
9000 -1.67408 0.72783 -0.946246 0.000321797 0.495123
10000 -2.11121 0.745584 -1.36562 0.00345616 0.5072
11000 -3.00826 0.750764 -2.2575 -2.43254e-05 0.510724
12000 -3.6925 0.705981 -2.98652 0.000714576 0.48026
13000 -3.72151 0.735191 -2.98632 -2.52171e-05 0.50013
14000 -3.73879 0.744022 -2.99477 -0.00103631 0.506138
15000 -3.72999 0.750919 -2.97907 0.000178279 0.51083
16000 -3.63644 0.743862 -2.89258 0.000136022 0.506029
17000 -3.76588 0.750301 -3.01558 -0.00136014 0.510409
18000 -3.8233 0.735682 -3.08762 -0.00943041 0.500464
19000 -3.99811 0.771484 -3.22662 -0.0120975 0.524819
20000 -4.10792 0.741106 -3.36681 -0.0138517 0.504154
21000 -4.19934 0.754065 -3.44528 -0.0119449 0.512969
22000 -4.33303 0.725858 -3.60717 -0.00915262 0.493781
23000 -4.51067 0.704844 -3.80583 -0.0213377 0.479486
24000 -4.52137 0.71895 -3.80242 -0.0301292 0.489082
25000 -4.49571 0.730472 -3.76524 -0.0260743 0.49692
26000 -4.50081 0.714677 -3.78613 -0.0329474 0.486175
27000 -4.44598 0.754257 -3.69172 -0.0287114 0.5131
28000 -4.54347 0.713237 -3.83023 -0.0280892 0.485195
29000 -4.53244 0.719666 -3.81277 -0.0321912 0.489568
30000 -4.49381 0.735643 -3.75816 -0.0224061 0.500438
31000 -4.49616 0.73883 -3.75733 -0.029564 0.502605
32000 -4.48848 0.756563 -3.73192 -0.027421 0.514669
33000 -4.56035 0.735859 -3.82449 -0.0267536 0.500584
34000 -4.59521 0.745654 -3.84956 -0.0320886 0.507247
35000 -4.4747 0.746248 -3.72846 -0.0337448 0.507652
36000 -4.5894 0.722981 -3.86642 -0.0296595 0.491824
37000 -4.59458 0.751115 -3.84347 -0.0292401 0.510962
38000 -4.63666 0.729803 -3.90686 -0.0306818 0.496465
39000 -4.66255 0.69962 -3.96293 -0.0321409 0.475932
40000 -4.64541 0.73289 -3.91252 -0.0331122 0.498564
41000 -4.63288 0.736361 -3.89652 -0.0307129 0.500926
42000 -4.68821 0.685226 -4.00299 -0.0333274 0.46614
43000 -4.57835 0.767489 -3.81086 -0.0370932 0.522101
44000 -4.64519 0.729194 -3.916 -0.0324167 0.49605
45000 -4.62765 0.747893 -3.87976 -0.0267869 0.508771
46000 -4.59771 0.741756 -3.85596 -0.0297156 0.504596
47000 -4.5897 0.744717 -3.84498 -0.0309569 0.50661
48000 -4.62041 0.694262 -3.92614 -0.0291137 0.472287
49000 -4.58598 0.729111 -3.85687 -0.0301372 0.495994
50000 -4.56122 0.770259 -3.79096 -0.0338265 0.523986
51000 -4.66369 0.738666 -3.92502 -0.0256036 0.502494
52000 -4.65279 0.72373 -3.92906 -0.0306847 0.492333
53000 -4.66691 0.715603 -3.95131 -0.0302806 0.486804
