# Time-averaged data for fix thAvgFix
# TimeStep v_myPE v_myKE v_myTE v_myPress v_myTemp
1000 1.34951 2.35388 3.7034 -0.0245921 1.60128
2000 0.90607 2.26038 3.16645 -0.0301327 1.53767
3000 0.667738 2.12499 2.79273 0.00188045 1.44557
4000 0.229783 2.09943 2.32921 0.0138275 1.42818
5000 -0.146181 2.30068 2.1545 0.0191894 1.56509
6000 -0.711371 2.29072 1.57935 0.00786212 1.55831
7000 -1.24532 2.16504 0.919728 -0.0147043 1.47282
8000 -1.65226 2.18803 0.535761 -0.0184538 1.48845
9000 -1.69573 2.2155 0.519776 -0.019471 1.50714
10000 -1.30914 2.18507 0.875933 -0.0146188 1.48644
11000 -1.12435 2.17246 1.04812 -0.0133624 1.47787
12000 -1.06574 2.21443 1.14869 -0.0160963 1.50641
13000 -1.13649 2.19682 1.06033 -0.0174526 1.49444
14000 -1.46876 2.17208 0.703316 -0.0228386 1.4776
15000 -1.5003 2.19136 0.691064 -0.00763198 1.49072
16000 -1.40524 2.15642 0.75118 -0.0213343 1.46695
17000 -0.879543 2.20935 1.3298 -0.0138089 1.50296
18000 -1.37022 2.14854 0.778323 -0.0115087 1.46159
19000 -0.793671 2.2268 1.43313 -0.0123098 1.51483
20000 -0.940637 2.18957 1.24893 -0.010524 1.4895
21000 -0.849047 2.22835 1.37931 -0.0172669 1.51589
22000 -0.976248 2.27743 1.30119 -0.00511036 1.54928
23000 -1.232 2.27176 1.03976 -0.0158093 1.54542
24000 -1.33541 2.11474 0.779332 -0.0152014 1.4386
25000 -1.0958 2.13324 1.03743 -0.00976241 1.45118
26000 -1.05867 2.23324 1.17458 -0.0129323 1.51921
27000 -1.34064 2.27747 0.936836 -0.0169623 1.5493
28000 -1.2626 2.21456 0.951964 -0.0229582 1.5065
29000 -1.24026 2.19774 0.957478 -0.0102765 1.49506
30000 -1.13046 2.11392 0.98346 -0.0223095 1.43804
31000 -1.357 2.23123 0.874233 -0.0140288 1.51785
32000 -1.43551 2.15964 0.724129 -0.0179778 1.46914
33000 -1.37086 2.18552 0.814656 -0.00440745 1.48675
34000 -1.04957 2.10626 1.05668 -0.0111816 1.43283
35000 -1.38081 2.24639 0.865582 -0.0110224 1.52815
36000 -1.34521 2.26301 0.917804 -0.00563314 1.53946
37000 -1.01791 2.19616 1.17824 -0.0124736 1.49398
38000 -0.68888 2.23726 1.54838 -0.015135 1.52194
39000 -0.972363 2.30722 1.33485 -0.0125751 1.56953
40000 -0.894435 2.19404 1.2996 -0.0162037 1.49254
41000 -1.18563 2.19508 1.00945 -0.0160518 1.49325
42000 -1.40327 2.24904 0.84577 -0.0179418 1.52996
43000 -1.44264 2.13163 0.688989 -0.0129633 1.45009
