# Time-averaged data for fix thAvgFix
# TimeStep v_myPE v_myKE v_myTE v_myPress v_myTemp
1000 0.822712 1.01174 1.83446 0.0200072 0.677885
2000 0.407176 0.746349 1.15353 -0.0199591 0.500066
3000 0.382231 0.746038 1.12827 -0.0191053 0.499858
4000 0.348692 0.747035 1.09573 -0.0177088 0.500526
5000 0.31124 0.749684 1.06092 -0.0172682 0.502301
6000 0.232106 0.74361 0.975715 -0.0198114 0.498231
7000 0.160611 0.7464 0.907011 -0.0144387 0.5001
8000 0.109523 0.74846 0.857982 -0.0146661 0.50148
9000 0.0459355 0.763354 0.80929 -0.0104732 0.51146
10000 -0.027488 0.74716 0.719672 -0.00852995 0.50061
11000 -0.0940054 0.74862 0.654614 -0.00902316 0.501588
12000 -0.203922 0.750231 0.546309 -0.00592328 0.502667
13000 -0.250698 0.749961 0.499263 -0.0050228 0.502487
14000 -0.36559 0.758883 0.393293 -0.00138769 0.508464
15000 -0.499776 0.75441 0.254633 -0.00256139 0.505467
16000 -0.751863 0.755762 0.00389899 -0.0034906 0.506373
17000 -0.987568 0.760314 -0.227254 -0.0053548 0.509423
18000 -1.16369 0.772553 -0.391135 -0.00934638 0.517623
19000 -1.37263 0.755351 -0.61728 -0.0103861 0.506098
20000 -1.60433 0.741932 -0.8624 -0.0106348 0.497107
21000 -1.72007 0.734154 -0.985918 -0.0125839 0.491896
22000 -1.84086 0.741435 -1.09942 -0.0112835 0.496774
23000 -1.95824 0.735411 -1.22283 -0.0112982 0.492738
24000 -2.13756 0.759156 -1.3784 -0.0116013 0.508647
25000 -2.35941 0.763747 -1.59566 -0.0176465 0.511723
26000 -2.54478 0.762123 -1.78266 -0.0240577 0.510635
27000 -2.6473 0.766853 -1.88044 -0.0262606 0.513804
28000 -2.78282 0.759738 -2.02308 -0.0267667 0.509037
29000 -2.90048 0.749625 -2.15086 -0.0278472 0.502261
30000 -3.05038 0.746816 -2.30357 -0.0262226 0.500379
31000 -3.19612 0.75906 -2.43706 -0.0218122 0.508583
32000 -3.26872 0.74766 -2.52106 -0.024979 0.500945
33000 -3.37091 0.759223 -2.61168 -0.0243999 0.508692
34000 -3.46774 0.755756 -2.71198 -0.0245988 0.506369
35000 -3.51959 0.734769 -2.78482 -0.0214061 0.492307
36000 -3.60699 0.746598 -2.86039 -0.0238093 0.500233
37000 -3.67088 0.769463 -2.90142 -0.0208298 0.515553
38000 -3.7537 0.745328 -3.00837 -0.0220701 0.499382
39000 -3.87396 0.747499 -3.12646 -0.030026 0.500837
40000 -4.05108 0.731761 -3.31932 -0.0267655 0.490292
41000 -4.25958 0.757371 -3.50221 -0.0273395 0.507451
42000 -4.48346 0.742042 -3.74141 -0.0338782 0.497181
43000 -4.64221 0.770443 -3.87176 -0.0441806 0.516209
44000 -4.85744 0.751276 -4.10616 -0.0429849 0.503367
45000 -4.91383 0.740647 -4.17318 -0.0421486 0.496246
46000 -4.95512 0.724623 -4.2305 -0.050671 0.485509
47000 -5.08671 0.758459 -4.32825 -0.0543658 0.50818
48000 -5.17916 0.748568 -4.4306 -0.0642255 0.501553
49000 -5.35442 0.746234 -4.60819 -0.0646823 0.499989
50000 -5.5563 0.759539 -4.79676 -0.0604996 0.508904
51000 -5.69299 0.749078 -4.94391 -0.0595651 0.501895
52000 -5.75243 0.738181 -5.01425 -0.0573824 0.494593
