# Time-averaged data for fix thAvgFix
# TimeStep v_myPE v_myKE v_myTE v_myPress v_myTemp
1000 1.76004 3.11707 4.8771 -0.0430905 2.09904
2000 1.54293 3.10695 4.64987 -0.0705241 2.09222
3000 1.22897 2.92446 4.15343 -0.0446705 1.96933
4000 0.931726 2.96034 3.89207 -0.024884 1.9935
5000 0.692488 3.04268 3.73517 0.00102647 2.04894
6000 0.435733 2.97261 3.40835 0.0115826 2.00176
7000 0.354092 2.94779 3.30188 0.0234049 1.98504
8000 0.139801 2.87597 3.01577 0.02303 1.93668
9000 -0.22832 2.96044 2.73212 0.0237098 1.99356
10000 -0.809012 2.87254 2.06352 0.0173444 1.93437
11000 -1.3623 2.94905 1.58675 0.003754 1.98589
12000 -1.52541 2.89354 1.36812 -0.00302727 1.94851
13000 -1.05505 2.98395 1.9289 -0.0184441 2.00939
14000 -1.22136 2.89988 1.67852 -0.00514496 1.95278
15000 -1.28652 2.98552 1.69901 -0.00163072 2.01045
16000 -1.22426 2.94114 1.71688 -0.009989 1.98057
17000 -1.03956 2.97159 1.93203 -0.00987938 2.00107
18000 -1.18142 2.93523 1.75381 -0.0118692 1.97659
19000 -1.30929 2.82578 1.51649 -0.00421277 1.90288
20000 -1.36474 3.02529 1.66056 -0.00292096 2.03724
21000 -1.41969 2.84654 1.42685 -0.00425326 1.91686
22000 -1.60706 2.98481 1.37776 -0.00837962 2.00998
23000 -1.21618 3.02055 1.80437 -0.00346849 2.03404
24000 -1.21494 2.89721 1.68228 -0.0115676 1.95099
25000 -1.3675 2.94491 1.57741 0.00801076 1.98311
26000 -1.24488 2.96905 1.72417 -0.00568733 1.99936
27000 -1.19142 2.98032 1.78891 -0.00166573 2.00695
28000 -1.33844 2.97966 1.64122 -0.0100952 2.00651
29000 -1.59693 2.95724 1.36031 -0.00213271 1.99141
30000 -1.65714 2.94186 1.28472 0.00304065 1.98105
31000 -1.2897 3.02567 1.73596 0.000451669 2.03749
32000 -1.19667 2.9143 1.71763 -0.0103477 1.96249
33000 -1.26563 2.98849 1.72286 -0.00724734 2.01245
34000 -1.08798 3.00507 1.91709 0.0016253 2.02361
35000 -1.1439 3.02976 1.88586 0.00326004 2.04024
36000 -1.3906 2.96216 1.57156 0.00328105 1.99472
37000 -1.66672 2.9362 1.26948 -0.0163381 1.97724
38000 -1.71129 3.0151 1.30381 -0.00779117 2.03037
39000 -1.23167 2.961 1.72932 -0.0123579 1.99394
40000 -1.35774 2.99117 1.63343 -0.00141894 2.01426
41000 -1.35446 3.01663 1.66217 -0.00104828 2.0314
42000 -1.46557 2.93339 1.46782 -0.00472827 1.97535
