# Time-averaged data for fix thAvgFix
# TimeStep v_myPE v_myKE v_myTE v_myPress v_myTemp
1000 0.780193 0.97801 1.7582 0.0166656 0.658593
2000 0.392234 0.740434 1.13267 -0.0207245 0.498609
3000 0.351496 0.738921 1.09042 -0.0206417 0.49759
4000 0.316291 0.773019 1.08931 -0.0127136 0.520551
5000 0.273517 0.748692 1.02221 -0.0125036 0.50417
6000 0.136806 0.729352 0.866158 -0.0107863 0.491146
7000 -0.0367421 0.747137 0.710394 -0.00523336 0.503122
8000 -0.166746 0.761771 0.595025 -0.00418863 0.512977
9000 -0.461002 0.739504 0.278502 -0.00412387 0.497983
10000 -0.772941 0.750728 -0.0222135 -0.00129048 0.505541
11000 -0.988689 0.744144 -0.244544 -0.00352983 0.501107
12000 -1.41787 0.770387 -0.647484 0.0014446 0.518779
13000 -2.06499 0.760966 -1.30402 -0.00501777 0.512435
14000 -2.3228 0.726758 -1.59604 -0.00766366 0.489399
15000 -2.34928 0.770324 -1.57896 -0.00752028 0.518737
16000 -2.56779 0.762007 -1.80579 -0.00961163 0.513136
17000 -2.82835 0.723247 -2.1051 -0.00559847 0.487035
18000 -2.97882 0.746533 -2.23229 -0.0115728 0.502716
19000 -3.09774 0.765983 -2.33176 -0.0101796 0.515813
20000 -3.24401 0.74501 -2.499 -0.0106359 0.50169
21000 -3.40376 0.763029 -2.64073 -0.010676 0.513824
22000 -3.56918 0.771469 -2.79771 -0.0119552 0.519508
23000 -3.81634 0.730517 -3.08582 -0.014666 0.491931
24000 -3.92583 0.709645 -3.21618 -0.0154422 0.477875
25000 -4.1145 0.734535 -3.37997 -0.0115522 0.494636
26000 -4.29514 0.742973 -3.55217 -0.00819284 0.500318
27000 -4.55641 0.745851 -3.81056 -0.00589128 0.502257
28000 -4.69565 0.752019 -3.94363 -0.0225025 0.50641
29000 -4.96912 0.754098 -4.21502 -0.0214901 0.50781
30000 -5.25543 0.74033 -4.5151 -0.0286458 0.498539
31000 -5.34311 0.741725 -4.60139 -0.0216279 0.499478
32000 -5.34717 0.767567 -4.5796 -0.0283365 0.51688
33000 -5.42122 0.752579 -4.66864 -0.0243086 0.506787
34000 -5.50624 0.748992 -4.75725 -0.017555 0.504372
35000 -5.51048 0.764531 -4.74595 -0.0236932 0.514836
36000 -5.49144 0.759733 -4.7317 -0.0288909 0.511605
37000 -5.46056 0.748314 -4.71224 -0.0324472 0.503915
38000 -5.51305 0.743261 -4.76979 -0.0378321 0.500513
39000 -5.67593 0.773784 -4.90215 -0.0387846 0.521067
40000 -5.91501 0.770309 -5.1447 -0.0602486 0.518726
41000 -6.11203 0.760444 -5.35159 -0.075912 0.512084
42000 -6.30544 0.778109 -5.52733 -0.0736102 0.523979
43000 -6.33998 0.738037 -5.60194 -0.0804913 0.496995
44000 -6.36111 0.758688 -5.60242 -0.0838554 0.510901
45000 -6.41753 0.750507 -5.66702 -0.0831107 0.505392
46000 -6.47348 0.735252 -5.73823 -0.0836035 0.49512
47000 -6.45966 0.748575 -5.71109 -0.0798431 0.504091
48000 -6.54427 0.69988 -5.84439 -0.0784087 0.471299
49000 -6.53882 0.732735 -5.80609 -0.0809423 0.493424
50000 -6.53754 0.742257 -5.79528 -0.0814096 0.499836
51000 -6.52991 0.751782 -5.77813 -0.0828765 0.50625
52000 -6.58966 0.74462 -5.84504 -0.0743313 0.501427
53000 -6.59572 0.728999 -5.86672 -0.0834275 0.490909
54000 -6.61145 0.735427 -5.87603 -0.0927111 0.495237
55000 -6.61759 0.736533 -5.88106 -0.0962825 0.495982
56000 -6.62617 0.727709 -5.89846 -0.0837801 0.49004
57000 -6.64156 0.754361 -5.8872 -0.0780658 0.507987
58000 -6.61439 0.759511 -5.85487 -0.080435 0.511455
59000 -6.63568 0.733212 -5.90246 -0.0871903 0.493746
60000 -6.59793 0.756853 -5.84108 -0.0876525 0.509665
