# Time-averaged data for fix msd_out
# TimeStep c_msd[4]
0 0
100 0.283433
200 0.354133
300 0.508214
400 0.538706
500 0.645764
600 0.661488
700 0.807185
800 0.887567
900 0.953487
1000 1.092
1100 1.13906
1200 1.29651
1300 1.42035
1400 1.59122
1500 1.72268
1600 1.89933
1700 2.15485
1800 2.53654
1900 3.02722
2000 3.57859
2100 4.2112
2200 4.95482
2300 5.74349
2400 6.54811
2500 7.37603
2600 8.47685
2700 9.68775
2800 11.0661
2900 12.4213
3000 13.9184
3100 15.9526
3200 18.0227
3300 20.0523
3400 22.1279
3500 24.2995
3600 26.8214
3700 29.6746
3800 32.3612
3900 34.924
4000 37.688
4100 40.9069
4200 44.3444
4300 47.4243
4400 50.7386
4500 53.9503
4600 57.6719
4700 61.4414
4800 64.8819
4900 68.4788
5000 71.9198
5100 75.5567
5200 79.5459
5300 83.4273
5400 87.0299
5500 90.5243
5600 94.5182
5700 98.3812
5800 102.087
5900 105.701
6000 109.885
6100 114.536
6200 119.35
6300 122.925
6400 125.947
6500 128.651
6600 131.39
6700 134.706
6800 137.869
6900 141.298
7000 144.468
7100 146.917
7200 148.977
7300 150.899
7400 153.436
7500 156.597
7600 159.59
7700 162.599
7800 164.328
7900 164.869
8000 166.732
8100 169.407
8200 171.029
8300 171.757
8400 171.635
8500 171.924
8600 173.067
8700 173.984
8800 174.091
8900 174.761
9000 176.088
9100 176.746
9200 177.858
9300 180.369
9400 181.86
9500 182.354
9600 182.718
9700 183.453
9800 182.481
9900 181.705
10000 181.996
10100 181.825
10200 181.621
10300 182.218
10400 182.485
10500 180.537
10600 180.269
10700 180.255
10800 179.285
10900 179.593
11000 181.349
11100 182.081
11200 183.446
11300 183.952
11400 183.024
11500 182.996
11600 182.874
11700 184.462
11800 184.837
11900 186.015
12000 185.77
12100 185.633
12200 185.345
12300 184.871
12400 185.838
12500 184.282
12600 182.487
12700 181.91
12800 181.4
12900 180.75
13000 179.909
13100 180.523
13200 182.193
13300 181.67
13400 180.852
13500 180.897
13600 180.858
13700 181.91
13800 184.219
13900 183.298
14000 185.289
14100 186.155
14200 186.879
14300 187.018
14400 187.524
14500 187.587
14600 187.173
14700 186.535
