# Time-averaged data for fix msd_out
# TimeStep c_msd[4]
0 0
100 0.188975
200 0.288871
300 0.335523
400 0.369156
500 0.396272
600 0.4674
700 0.488496
800 0.568861
900 0.603623
1000 0.658288
1100 0.72957
1200 0.805083
1300 0.862046
1400 0.920592
1500 0.927755
1600 0.964861
1700 0.928882
1800 0.946627
1900 0.980675
2000 1.02421
2100 1.12616
2200 1.26056
2300 1.41477
2400 1.59305
2500 1.79024
2600 2.08282
2700 2.36683
2800 2.76177
2900 3.19572
3000 3.59604
3100 4.04525
3200 4.5803
3300 5.16061
3400 5.79618
3500 6.44864
3600 7.24646
3700 8.1957
3800 9.05727
3900 10.0352
4000 11.0204
4100 12.1269
4200 13.2798
4300 14.3066
4400 15.4398
4500 16.6961
4600 18.1479
4700 19.6891
4800 21.1824
4900 22.6264
5000 24.2569
5100 26.1278
5200 28.0046
5300 29.7321
5400 31.5167
5500 33.4659
5600 35.4369
5700 37.3467
5800 39.3393
5900 41.3609
6000 43.647
6100 46.1482
6200 48.5511
6300 50.7785
6400 52.8051
6500 54.9664
6600 57.2313
6700 59.3704
6800 61.5555
6900 63.518
7000 65.3415
7100 67.2609
7200 69.7121
7300 72.1783
7400 74.2656
7500 76.6949
7600 79.469
7700 82.4295
7800 85.0615
7900 87.4609
8000 89.539
8100 91.3169
8200 93.4661
8300 95.8902
8400 98.2252
8500 100.457
8600 103.05
8700 105.582
8800 108.654
8900 111.381
9000 114.129
9100 117.286
9200 120.322
9300 122.933
9400 125.162
9500 127.627
9600 130.565
9700 133.47
9800 135.847
9900 137.981
10000 139.956
10100 141.418
10200 143.762
10300 145.83
10400 148.369
10500 150.506
10600 152.174
10700 153.606
10800 155.161
10900 156.772
11000 157.454
11100 158.772
11200 159.024
11300 158.984
11400 159.217
11500 159.706
11600 160.167
11700 160.327
11800 159.526
11900 159.171
12000 159.544
12100 159.566
12200 159.335
12300 159.283
12400 159.9
12500 159.345
12600 159.311
12700 159.855
12800 160.081
12900 159.746
13000 158.807
13100 158.892
13200 159.816
13300 160.037
13400 159.833
13500 159.498
13600 159.087
13700 159.938
13800 160.772
13900 160.651
14000 160.434
14100 160.285
14200 160.004
14300 159.68
14400 160.004
14500 160.518
14600 160.096
14700 159.6
14800 158.925
14900 159.021
15000 159.161
15100 159.163
15200 159.252
15300 159.543
15400 160.007
15500 159.697
15600 160.19
15700 160.92
15800 161.671
15900 162.009
16000 161.817
16100 162.119
16200 162.823
16300 163.699
16400 163.22
16500 163.212
16600 163.384
16700 164.216
16800 165.295
16900 165.799
17000 167.462
17100 167.689
17200 167.24
17300 166.952
17400 167.193
17500 167.987
17600 167.796
17700 167.988
17800 168.552
17900 170.177
18000 172.616
18100 173.119
18200 173.119
18300 174.408
18400 176.801
18500 178.235
18600 178.552
18700 179.406
18800 180.739
18900 181.162
19000 181.413
19100 181.257
19200 181.823
19300 183.198
19400 183.493
19500 183.259
19600 181.977
19700 181.996
19800 181.539
19900 182.169
20000 182.586
20100 183.703
20200 183.588
20300 183.459
20400 183.819
20500 183.556
20600 182.709
20700 182.405
20800 182.659
20900 182.938
21000 183.152
21100 183.108
21200 183.72
21300 184.089
21400 184.362
21500 183.844
21600 183.857
21700 183.48
21800 182.626
21900 182.837
22000 183.434
22100 183.903
22200 184.133
22300 183.687
22400 184.823
22500 185.096
22600 185.594
22700 185.362
22800 184.822
22900 184.002
23000 183.489
23100 183.976
23200 184.605
23300 184.053
23400 184.036
23500 184.897
23600 185.687
23700 185.313
23800 185.366
23900 185.356
24000 184.906
24100 184.87
24200 184.972
24300 184.819
24400 184.635
24500 184.838
24600 185.095
24700 185.56
24800 186.37
24900 186.185
25000 185.819
25100 185.551
25200 185.72
25300 185.488
25400 185.232
25500 185.146
25600 185.041
25700 184.963
25800 185.238
25900 185.337
26000 185.36
26100 185.582
26200 185.111
26300 185.042
26400 185.117
26500 185.246
26600 185.656
26700 185.641
26800 185.1
26900 184.736
27000 184.839
27100 185.063
27200 185.919
27300 185.821
27400 185.833
27500 185.464
27600 185.712
27700 186.038
27800 186.092
27900 185.912
28000 186.275
28100 187.017
28200 187.43
28300 186.61
28400 186.712
28500 186.208
28600 185.939
28700 185.434
28800 185.913
28900 185.905
29000 186.158
29100 186.38
29200 186.749
29300 186.016
29400 186.238
29500 186.58
29600 187.041
29700 187.778
29800 187.856
29900 187.695
30000 187.743
30100 187.055
30200 186.647
30300 186.015
30400 186.677
30500 186.408
30600 186.429
30700 187.021
30800 187.155
30900 186.467
31000 186.453
31100 186.747
31200 186.343
31300 185.858
31400 186.602
31500 188.316
31600 189.865
31700 189.837
31800 189.557
31900 189.257
32000 188.642
32100 188.423
32200 189.141
32300 188.848
32400 188.461
32500 188.779
32600 189.644
32700 189.86
32800 190.111
32900 189.482
33000 189.813
33100 189.659
33200 189.311
33300 189.418
33400 188.804
33500 188.823
33600 189.256
33700 189.326
33800 188.749
33900 187.881
34000 188.527
34100 188.392
34200 188.551
34300 189.087
34400 188.506
34500 189.04
34600 190.056
34700 191.077
34800 190.877
34900 191.22
35000 191.037
35100 192.019
35200 192.113
35300 191.607
35400 191.668
35500 191.703
35600 191.552
35700 192.514
35800 193.369
35900 193.521
36000 192.396
36100 192.215
36200 192.87
36300 192.883
36400 193.032
36500 192.863
36600 193.358
36700 194.407
36800 194.465
36900 194.184
37000 194.075
37100 193.821
37200 194.207
37300 193.775
37400 194.244
37500 193.963
37600 193.909
37700 193.51
37800 193.837
37900 194.398
38000 194.102
38100 193.987
38200 194.555
38300 195.223
38400 195.675
38500 195.239
38600 194.525
38700 194.566
38800 195.125
38900 196.016
39000 196.471
39100 196.463
39200 197.081
39300 196.89
39400 196.963
39500 196.651
39600 196.428
39700 197.068
39800 197.172
39900 197.84
40000 198.266
40100 198.324
40200 198.185
40300 197.757
40400 198.31
40500 199.246
40600 199.562
40700 199.544
40800 199.182
40900 199.04
41000 199.538
41100 199.684
41200 200.455
41300 200.415
41400 200.758
41500 200.642
41600 199.804
41700 199.071
41800 198.745
41900 200.009
42000 201.229
42100 201.298
42200 201.603
42300 201.628
42400 200.938
42500 200.561
42600 201.856
42700 202.74
42800 203.101
42900 203.092
43000 202.881
43100 201.86
43200 201.513
43300 201.693
43400 202.652
43500 203.078
43600 203.635
43700 204.733
43800 204.863
43900 204.611
44000 204.263
44100 203.955
44200 203.352
44300 203.6
44400 203.579
44500 203.458
44600 203.349
44700 204.181
44800 204.535
44900 204.245
45000 204.252
45100 205.324
45200 206.241
45300 206.444
45400 207.165
45500 207.295
45600 207.002
45700 206.028
45800 205.241
45900 205.127
46000 205.693
46100 206.43
46200 206.303
46300 206.57
46400 206.147
46500 207.032
46600 207.269
46700 207.575
46800 208.348
46900 208.116
47000 207.478
47100 207.443
47200 207.98
47300 207.452
47400 206.705
47500 207.824
47600 208.229
47700 208.704
47800 208.953
47900 208.566
48000 208.094
48100 208.549
48200 209.042
48300 209.317
48400 209.486
48500 209.578
48600 209.254
