# Time-averaged data for fix msd_out
# TimeStep c_msd[4]
0 0
100 0.29019
200 0.584963
300 0.747758
400 0.728262
500 0.895696
600 0.952324
700 1.04868
800 1.02072
900 1.0226
1000 1.17279
1100 1.37155
1200 1.90788
1300 2.53798
1400 3.33187
1500 4.22162
1600 5.16922
1700 6.55385
1800 7.94357
1900 9.36467
2000 10.8107
2100 12.5831
2200 14.4334
2300 16.4293
2400 18.25
2500 19.8089
2600 21.1986
2700 22.941
2800 25.0568
2900 26.508
3000 27.8075
3100 29.1601
3200 30.8959
3300 32.2614
3400 33.1998
3500 33.7675
3600 34.4298
3700 35.0509
3800 35.3801
3900 36.0589
4000 36.7727
4100 37.2202
4200 36.7952
4300 36.9955
4400 36.7521
4500 37.1016
4600 36.6739
4700 36.4465
4800 36.5734
4900 35.7519
5000 35.6814
5100 36.2256
5200 36.7603
5300 36.4884
5400 35.8237
5500 34.7202
5600 34.8222
5700 34.3101
5800 33.9891
5900 33.4488
6000 32.4497
6100 31.2545
6200 30.3525
6300 30.6769
6400 30.8576
6500 31.3004
6600 31.4882
6700 31.2427
6800 30.4653
6900 30.3734
7000 30.1279
7100 29.2503
7200 29.3699
7300 30.3607
7400 31.9192
7500 32.7592
7600 32.3631
7700 31.9637
7800 32.0254
7900 32.0983
8000 31.8228
8100 31.8956
8200 31.5864
8300 32.2865
8400 31.5516
8500 30.761
8600 29.8249
8700 29.4923
8800 29.3692
8900 28.9077
9000 28.3128
9100 28.2228
9200 28.863
9300 28.5362
9400 28.2716
9500 28.294
9600 28.1539
9700 28.3711
9800 28.392
9900 28.6173
10000 28.7576
10100 28.6447
10200 29.2851
10300 30.1823
10400 30.2126
10500 30.724
10600 31.0699
10700 31.4735
10800 32.0826
10900 32.069
11000 32.2797
11100 33.3306
11200 34.2631
11300 34.7836
11400 34.3957
11500 33.58
11600 33.8091
11700 33.6822
11800 34.1215
11900 34.0043
12000 34.7172
12100 34.9609
12200 35.1788
12300 34.932
12400 34.0248
12500 33.0783
12600 32.4514
12700 32.0224
12800 31.189
12900 29.7096
13000 29.0218
13100 29.5455
13200 30.2706
13300 30.2519
13400 29.6496
13500 29.6308
13600 29.8899
13700 29.3406
13800 28.8218
13900 28.6512
14000 28.4837
14100 28.5141
14200 29.2936
14300 29.6759
14400 29.151
14500 28.2419
14600 28.0097
14700 27.4362
14800 26.8066
14900 26.6285
15000 26.9887
15100 27.4846
15200 27.7756
15300 27.2503
15400 26.8572
15500 27.0054
15600 27.4436
15700 28.0459
15800 29.1582
15900 29.7671
16000 30.5393
16100 30.9154
16200 31.6334
16300 32.49
16400 33.3038
16500 33.5018
16600 33.5051
16700 32.8325
16800 32.814
16900 33.1652
17000 33.4322
17100 34.1988
17200 34.1387
17300 33.5552
17400 33.8068
17500 33.3441
17600 32.2612
17700 31.7465
17800 31.5779
17900 31.3507
18000 30.4774
18100 30.0247
18200 29.6985
18300 30.1028
18400 29.7777
18500 29.9535
18600 29.7363
18700 28.936
18800 28.3368
18900 27.9654
19000 27.2598
19100 27.155
19200 26.8409
19300 26.5723
19400 26.0406
19500 26.3339
19600 26.0455
19700 24.462
19800 23.8385
19900 23.2538
20000 23.0483
20100 23.236
20200 23.445
20300 23.4921
20400 24.0113
20500 24.458
20600 25.4399
20700 26.5042
20800 27.4649
20900 28.6904
21000 29.6162
21100 30.8354
21200 31.7157
21300 32.5415
21400 33.6614
21500 34.3091
21600 34.7945
21700 35.3548
21800 35.5073
21900 35.4521
22000 35.1123
22100 35.2506
22200 34.6771
22300 34.4007
22400 34.5118
22500 35.0198
22600 36.0227
22700 36.5537
22800 36.9305
22900 37.1278
23000 37.3373
23100 37.2159
23200 36.5265
23300 36.2783
23400 36.3981
23500 36.534
23600 36.6895
23700 36.3816
23800 35.8753
23900 35.8517
24000 35.6497
24100 35.7373
24200 35.3833
24300 35.0308
24400 34.716
24500 34.2966
24600 34.397
24700 34.3061
24800 34.1377
24900 34.7704
25000 34.9651
25100 35.0748
25200 34.8505
25300 34.697
25400 34.3227
25500 34.4589
25600 34.3545
25700 33.794
25800 33.2634
25900 32.9883
26000 32.8645
26100 32.28
26200 31.7522
26300 31.5538
26400 31.6165
26500 32.2953
26600 32.9524
26700 33.3959
26800 33.7243
26900 33.518
27000 32.6235
27100 31.4923
27200 30.0718
27300 29.1005
27400 28.6617
27500 28.0027
27600 27.661
27700 27.2206
27800 27.0708
27900 27.0469
28000 27.6806
28100 28.1036
28200 28.5154
28300 29.3586
28400 28.8602
28500 27.8732
28600 27.3216
28700 26.9862
28800 26.3261
28900 25.8057
29000 25.8689
29100 26.2596
29200 26.3586
29300 25.8748
29400 25.3202
29500 25.5304
29600 25.2458
29700 24.9582
29800 24.267
29900 23.8563
30000 23.8791
30100 23.9359
30200 24.3332
30300 24.625
30400 24.3538
30500 24.797
30600 24.4927
30700 24.0491
30800 23.845
30900 24.422
31000 25.3226
31100 26.3535
31200 26.468
31300 26.7402
31400 27.0063
31500 27.5932
31600 28.6455
31700 29.2808
31800 30.2756
31900 30.455
32000 30.493
32100 31.092
32200 31.7993
32300 32.2928
32400 32.7684
32500 33.109
32600 33.2755
32700 34.1098
32800 34.8613
32900 35.1047
33000 34.8903
33100 34.9345
33200 34.9119
33300 35.1257
33400 35.4137
33500 35.6019
33600 36.6058
33700 36.956
33800 37.2637
33900 37.4728
34000 37.6568
34100 37.7243
34200 37.327
34300 35.9805
34400 35.3026
34500 35.4955
34600 35.6072
34700 35.7143
34800 35.8742
34900 35.9901
35000 35.5797
35100 35.5978
35200 35.1011
35300 35.1507
35400 35.2619
35500 35.1868
35600 34.8198
35700 34.6512
35800 34.8143
35900 34.8818
36000 34.6918
36100 34.3792
36200 33.8034
36300 33.4849
36400 33.6385
