# Time-averaged data for fix thAvgFix
# TimeStep v_myPE v_myKE v_myTE v_myPress v_myTemp
1000 1.49716 2.45099 3.94815 -0.0209569 1.6422
2000 1.1094 2.24742 3.35682 -0.0565219 1.50581
3000 0.959576 2.23185 3.19142 -0.0498353 1.49537
4000 0.830023 2.25145 3.08147 -0.0493174 1.50851
5000 0.68986 2.23433 2.92419 -0.0402048 1.49704
6000 0.624153 2.2937 2.91785 -0.0343782 1.53682
7000 0.47963 2.20381 2.68344 -0.0238699 1.47659
8000 0.338734 2.25797 2.5967 -0.0137585 1.51288
9000 0.170791 2.26716 2.43795 -0.0142084 1.51904
10000 -0.0455486 2.282 2.23645 -0.00386105 1.52898
11000 -0.0439459 2.27615 2.2322 -0.00312062 1.52506
12000 -0.184979 2.2296 2.04462 0.00165883 1.49387
13000 -0.274964 2.2528 1.97783 0.00222895 1.50941
14000 -0.510466 2.23694 1.72648 0.00308045 1.49879
15000 -0.678972 2.25103 1.57205 0.000583753 1.50822
16000 -1.04819 2.28101 1.23283 0.000968872 1.52832
17000 -1.32969 2.2597 0.930009 -0.000847227 1.51404
18000 -1.55537 2.25075 0.695381 -0.00880772 1.50804
19000 -1.78181 2.27257 0.490761 -0.00980858 1.52266
20000 -2.02071 2.23915 0.218436 -0.00719096 1.50027
21000 -2.14733 2.23218 0.0848483 -0.018419 1.4956
22000 -2.40382 2.17463 -0.229186 -0.0117526 1.45704
23000 -2.83202 2.25804 -0.573981 -0.0166008 1.51293
24000 -3.23518 2.26428 -0.970899 -0.0217261 1.51711
25000 -3.80996 2.24788 -1.56208 -0.0249729 1.50612
26000 -4.28952 2.22937 -2.06015 -0.0147496 1.49372
27000 -4.37277 2.29539 -2.07738 -0.0244661 1.53795
28000 -4.46848 2.21352 -2.25496 -0.034659 1.4831
29000 -4.65806 2.27449 -2.38357 -0.0229406 1.52395
30000 -4.99769 2.26235 -2.73534 -0.0284674 1.51581
31000 -5.08601 2.20076 -2.88525 -0.0253271 1.47455
32000 -4.81138 2.26619 -2.54519 -0.0225269 1.51839
33000 -5.16073 2.23156 -2.92917 -0.0321798 1.49518
34000 -5.66731 2.22112 -3.44619 -0.0259408 1.48819
35000 -5.70657 2.21401 -3.49257 -0.033924 1.48342
36000 -5.69384 2.24035 -3.45348 -0.0257868 1.50108
37000 -5.48854 2.26389 -3.22465 -0.0178818 1.51684
38000 -5.52171 2.2492 -3.27251 -0.020409 1.507
39000 -5.59432 2.23032 -3.364 -0.028306 1.49435
40000 -5.43579 2.22553 -3.21026 -0.0223611 1.49114
41000 -5.74579 2.2521 -3.49369 -0.0116782 1.50894
42000 -5.77613 2.22304 -3.55308 -0.0181802 1.48948
43000 -5.81857 2.23287 -3.58569 -0.00702036 1.49606
44000 -5.84248 2.17948 -3.663 -0.0200593 1.46029
45000 -5.7015 2.25506 -3.44643 -0.0213872 1.51093
46000 -5.58085 2.22666 -3.35419 -0.0302104 1.4919
47000 -5.55708 2.2991 -3.25799 -0.0191025 1.54043
48000 -5.94037 2.17488 -3.7655 -0.0181865 1.45721
49000 -5.92649 2.25438 -3.67211 -0.0148401 1.51047
50000 -5.76598 2.26931 -3.49667 -0.00286635 1.52048
51000 -5.73782 2.22501 -3.5128 -0.0140655 1.4908
52000 -5.56779 2.24729 -3.32049 -0.0296975 1.50572
53000 -5.71105 2.27655 -3.43449 -0.0184066 1.52533
54000 -5.79692 2.27874 -3.51818 -0.0182721 1.52679
55000 -5.86684 2.22547 -3.64137 -0.00818124 1.4911
56000 -5.81532 2.20984 -3.60548 -0.0208724 1.48063
57000 -5.94602 2.25425 -3.69176 -0.0076375 1.51039
58000 -5.94992 2.23998 -3.70995 -0.0199618 1.50082
59000 -5.75342 2.27127 -3.48216 -0.00537523 1.52179
60000 -5.99236 2.22994 -3.76242 -0.00498497 1.4941
61000 -5.789 2.26315 -3.52586 -0.0145751 1.51635
62000 -6.00052 2.22725 -3.77327 -0.0163426 1.49229
63000 -6.00843 2.2563 -3.75213 -0.0267484 1.51176
64000 -6.05401 2.27141 -3.7826 -0.0114249 1.52189
65000 -6.0391 2.26339 -3.77571 -0.0161421 1.51651
66000 -5.99366 2.24328 -3.75038 -0.0244911 1.50303
67000 -6.11509 2.23089 -3.8842 -0.009303 1.49474
68000 -6.14777 2.24103 -3.90674 -0.0139797 1.50153
69000 -6.23168 2.22269 -4.00899 -0.0159233 1.48924
70000 -6.27053 2.23604 -4.03449 -0.012925 1.49818
71000 -6.07495 2.23848 -3.83647 -0.0239103 1.49982
72000 -6.0636 2.24876 -3.81484 -0.0228169 1.50671
73000 -6.01254 2.25971 -3.75283 -0.0255036 1.51404
74000 -6.24415 2.19044 -4.05371 -0.0224248 1.46763
75000 -5.94817 2.26785 -3.68032 -0.0306571 1.5195
76000 -6.18152 2.2333 -3.94822 -0.0229194 1.49635
77000 -5.99195 2.29491 -3.69704 -0.0235292 1.53763
78000 -5.92747 2.24506 -3.68242 -0.00350534 1.50423
79000 -5.83912 2.2834 -3.55571 -0.0179559 1.52992
80000 -5.94006 2.25213 -3.68793 -0.0222466 1.50897
81000 -5.925 2.24717 -3.67784 -0.0122122 1.50564
82000 -6.00423 2.24435 -3.75989 -0.0306181 1.50375
83000 -6.02051 2.26622 -3.75429 -0.0253882 1.5184
84000 -6.09014 2.20755 -3.88259 -0.0434551 1.4791
85000 -6.10702 2.22348 -3.88354 -0.0322633 1.48977
