# Time-averaged data for fix msd_out
# TimeStep c_msd[4]
0 0
100 0.182133
200 0.458687
300 0.49679
400 0.499829
500 0.493377
600 0.583171
700 0.619809
800 0.684901
900 0.653133
1000 0.611455
1100 0.642002
1200 0.598496
1300 0.692407
1400 0.689654
1500 0.870429
1600 1.05482
1700 1.35514
1800 1.64235
1900 1.98521
2000 2.35315
2100 2.79929
2200 3.37026
2300 4.15032
2400 4.91303
2500 5.72045
2600 6.61313
2700 7.69754
2800 8.8714
2900 10.1672
3000 11.4278
3100 12.3868
3200 13.4047
3300 14.626
3400 15.7144
3500 16.4346
3600 17.0702
3700 18.0088
3800 19.0817
3900 20.3436
4000 20.9226
4100 21.3335
4200 22.11
4300 22.8141
4400 23.4541
4500 24.4543
4600 25.5013
4700 25.8031
4800 26.3378
4900 27.3891
5000 28.4872
5100 29.6029
5200 30.2759
5300 30.7535
5400 31.3575
5500 31.4402
5600 31.069
5700 30.8756
5800 31.1726
5900 31.1047
6000 30.6338
6100 31.1552
6200 31.3799
6300 31.9732
6400 32.4649
6500 32.9969
6600 33.6576
6700 34.2751
6800 34.3894
6900 34.8066
7000 35.6626
7100 35.8768
7200 35.4091
7300 35.5098
7400 35.5638
7500 36.1388
7600 36.3736
7700 36.8205
7800 37.0968
7900 37.0952
8000 36.6583
8100 36.6562
8200 36.7302
8300 36.0446
8400 35.9618
8500 35.5225
8600 35.3765
8700 35.0638
8800 34.7893
8900 34.057
9000 33.4607
9100 33.3458
9200 33.2545
9300 33.308
9400 33.1691
9500 32.4614
9600 31.9002
9700 32.0215
9800 31.747
9900 31.923
10000 31.7791
10100 31.6522
10200 31.153
10300 31.0437
10400 30.9169
10500 30.7723
10600 30.3511
10700 30.1912
10800 30.2607
10900 29.9757
11000 29.9191
11100 29.6167
11200 29.1743
11300 28.8496
11400 27.6477
11500 28.2161
11600 28.1509
11700 27.5883
11800 27.0897
11900 27.3826
12000 27.5386
12100 27.5066
12200 27.07
12300 27.156
12400 27.4685
12500 28.1999
12600 28.6655
12700 28.3599
12800 29.1069
12900 29.6767
13000 30.0045
13100 29.6771
13200 29.3508
13300 29.8366
13400 29.3988
13500 29.4305
13600 29.6107
13700 30.2115
13800 30.1717
13900 30.1083
14000 29.8245
14100 30.3034
14200 30.6082
14300 31.1695
14400 31.0353
14500 31.0573
14600 31.2862
14700 31.0314
14800 31.5176
14900 31.7613
15000 31.8536
15100 31.9499
15200 32.1888
15300 32.2233
15400 32.3754
15500 32.9908
15600 32.6638
15700 32.9741
15800 32.5983
15900 32.426
16000 32.1011
16100 32.162
16200 33.0238
16300 32.8307
16400 33.0947
16500 33.4793
16600 33.2498
16700 33.421
16800 33.9467
16900 33.3732
17000 33.7415
17100 33.6768
17200 33.8537
17300 34.1743
17400 34.0599
17500 34.0883
17600 34.3129
17700 33.5903
17800 34.1757
17900 34.0219
18000 33.6778
18100 33.7379
18200 33.6765
18300 33.7912
18400 34.2051
18500 33.8606
18600 33.632
18700 33.9055
18800 33.7748
18900 33.7289
19000 33.2704
19100 33.0712
19200 32.8918
19300 33.2814
19400 32.6861
19500 32.2449
19600 31.8594
19700 32.0949
19800 32.0541
19900 31.8132
20000 31.9656
20100 31.7822
20200 31.4574
20300 30.8429
20400 30.9455
20500 31.0411
20600 31.002
20700 30.9074
20800 30.6797
20900 30.576
21000 30.7739
21100 30.5826
21200 30.5148
21300 30.7179
21400 30.8152
21500 30.5519
21600 30.6301
21700 30.6986
21800 29.7498
21900 29.4869
22000 29.3302
22100 29.1526
22200 28.9002
22300 29.3552
22400 29.3492
22500 29.1721
22600 29.1837
22700 29.1456
22800 28.7638
22900 28.5073
23000 28.1725
23100 28.5748
23200 28.6529
23300 28.4285
23400 28.7957
23500 28.254
23600 27.6996
23700 27.8828
23800 27.777
23900 28.9094
24000 28.6957
24100 28.8336
24200 28.6492
24300 28.9762
24400 28.9067
24500 29.042
24600 29.3002
24700 28.8874
24800 28.9294
24900 28.8691
25000 28.8887
25100 29.4808
25200 29.3427
25300 29.3002
25400 29.8624
25500 29.8647
25600 29.4182
25700 29.7839
25800 29.9529
25900 30.0561
26000 30.1865
26100 30.2393
26200 30.7146
26300 30.696
26400 30.7995
26500 30.6957
26600 30.9057
26700 31.2845
26800 31.7386
26900 31.8167
27000 32.0185
27100 32.6956
27200 33.0007
27300 33.3125
27400 33.4763
27500 33.7713
27600 34.2395
27700 34.8911
27800 34.8401
27900 34.707
28000 34.9682
28100 35.0206
28200 35.4439
28300 35.6919
28400 36.0803
28500 36.2525
28600 36.219
28700 36.3024
28800 36.2383
28900 36.4868
29000 37.013
29100 36.9747
29200 36.6369
29300 36.4121
29400 36.2604
29500 35.8866
29600 35.5933
29700 35.8885
29800 35.7593
29900 35.5463
30000 35.4554
30100 35.5933
30200 35.2201
30300 35.1907
30400 35.0389
30500 35.3142
30600 34.8531
30700 34.7559
30800 34.3591
30900 34.2291
31000 34.0777
31100 33.5661
31200 33.4473
31300 33.3024
31400 33.2179
31500 33.2553
31600 33.0881
31700 32.8355
31800 32.7573
31900 32.1912
32000 31.6873
32100 31.8223
32200 31.5696
32300 31.108
32400 30.8389
32500 30.9705
32600 30.594
32700 30.1842
32800 29.8521
32900 30.0201
33000 29.8079
33100 29.3865
33200 28.9396
33300 28.6846
33400 28.4697
33500 28.1608
33600 28.0589
33700 27.8943
33800 27.2272
33900 27.1403
34000 27.3467
34100 26.9776
34200 27.0205
34300 26.2286
34400 25.562
34500 25.1142
34600 25.4076
34700 25.5453
34800 25.4624
34900 25.2906
35000 25.3596
35100 25.8506
35200 25.6466
35300 25.6303
35400 25.6236
35500 25.575
35600 25.6337
35700 25.7102
35800 26.3269
35900 26.4983
36000 26.5452
36100 26.9662
36200 27.3965
36300 27.3389
36400 27.6602
36500 27.9931
36600 28.556
36700 29.0908
36800 29.2373
36900 29.4779
37000 29.7569
37100 30.2633
37200 30.7109
37300 30.7145
37400 30.7507
37500 31.2333
37600 31.3228
37700 31.5618
37800 32.1039
37900 32.5082
38000 32.9375
38100 33.3452
38200 34.3494
38300 35.1958
38400 35.5913
38500 35.9773
38600 36.4638
38700 36.6612
38800 36.9699
38900 36.8672
39000 36.4808
39100 36.7598
39200 37.0443
39300 36.5809
39400 36.3572
39500 35.7734
39600 35.5291
39700 35.0736
39800 35.1193
39900 34.8027
40000 34.3256
40100 33.9732
40200 33.4531
40300 33.2304
40400 32.8223
40500 32.7352
40600 32.5351
40700 32.1063
40800 31.5328
40900 31.4668
41000 30.8786
41100 30.5767
41200 30.1951
41300 29.9376
41400 29.6162
41500 29.4858
41600 28.8982
41700 28.8558
41800 29.0242
41900 28.6357
42000 28.3365
42100 28.1819
42200 27.8336
42300 27.7937
42400 27.615
42500 27.1382
42600 27.012
42700 26.9734
42800 27.2342
42900 27.029
43000 26.7638
43100 26.776
43200 27.3018
43300 26.9346
43400 26.8826
43500 26.6728
43600 26.8038
43700 26.7663
43800 26.8355
43900 27.0597
44000 27.2969
44100 27.8233
44200 28.4378
44300 28.3886
44400 29.1744
44500 29.5462
44600 29.8495
44700 29.7771
44800 30.318
44900 30.8096
45000 31.1677
45100 31.8906
45200 32.517
45300 32.7321
45400 33.0493
45500 33.7282
45600 34.183
45700 34.0443
45800 34.2104
45900 34.0846
46000 34.806
46100 34.7265
46200 35.2152
46300 35.2861
46400 35.822
46500 36.2987
46600 36.3683
46700 36.4721
46800 36.6473
46900 36.5702
47000 36.7855
47100 37.3959
47200 37.1596
47300 36.8657
47400 37.5477
47500 37.0852
47600 37.3047
47700 37.683
47800 37.1974
47900 37.2054
48000 37.1399
48100 36.724
48200 36.4682
48300 36.3195
48400 36.3739
48500 36.0826
48600 35.5761
48700 35.2063
48800 34.7323
48900 34.4512
49000 33.9027
49100 33.9155
49200 33.3241
49300 32.8855
49400 32.5286
49500 31.9934
49600 31.7874
49700 31.661
49800 31.0539
49900 30.7501
50000 30.7199
50100 30.1274
50200 29.475
50300 29.0535
50400 28.9646
50500 28.6942
50600 28.4826
50700 28.5101
50800 28.2694
50900 28.035
51000 27.6831
51100 27.8158
51200 27.7059
51300 27.6849
51400 27.7438
51500 27.8244
51600 27.8584
51700 27.8836
51800 28.0319
51900 27.985
52000 28.0872
52100 28.5824
52200 28.6711
52300 29.0951
52400 29.5813
52500 29.948
52600 30.4084
52700 30.5444
52800 31.5217
52900 31.7144
53000 32.2277
53100 32.9894
53200 33.6901
53300 34.1134
53400 34.5923
53500 34.8348
53600 35.2121
53700 35.9006
53800 35.9301
53900 36.5085
54000 36.8754
54100 37.0346
54200 37.1434
54300 37.7616
54400 37.8135
54500 38.0701
54600 38.2093
54700 38.1515
54800 39.0249
54900 38.7031
55000 38.8731
55100 38.8677
55200 38.4364
