# Time-averaged data for fix thAvgFix
# TimeStep v_myPE v_myKE v_myTE v_myPress v_myTemp
1000 0.76953 1.55362 2.32315 -0.0182005 1.09026
2000 0.37191 1.54145 1.91336 0.00852766 1.08172
3000 -0.239704 1.50641 1.26671 0.0125028 1.05713
4000 -0.598359 1.38359 0.785233 -0.00514346 0.970942
5000 -1.33157 1.40641 0.0748472 -0.000662396 0.986957
6000 -1.28466 1.35847 0.0738169 -0.00290308 0.953315
7000 -0.9051 1.47819 0.573089 0.00116096 1.03733
8000 -0.461753 1.49972 1.03797 -0.00881617 1.05244
9000 -0.829663 1.44371 0.614048 0.00128338 1.01313
10000 -1.37634 1.36358 -0.0127517 -0.00359379 0.956901
11000 -1.12589 1.45174 0.325847 -0.000356939 1.01876
12000 -1.0649 1.45308 0.388186 0.0012308 1.01971
13000 -1.0831 1.46172 0.378618 0.00012368 1.02577
14000 -1.13476 1.43605 0.30129 0.000300385 1.00776
15000 -0.78527 1.48913 0.703858 -0.00560554 1.045
16000 -1.16276 1.28533 0.122574 0.00212687 0.901988
17000 -1.15898 1.47492 0.315938 -0.00120224 1.03503
18000 -1.19644 1.33397 0.137533 -0.000705373 0.936123
19000 -1.32766 1.36735 0.0396967 -0.00167768 0.959545
20000 -0.669743 1.52957 0.859824 -0.000452865 1.07338
21000 -0.445783 1.40399 0.958208 -0.00164218 0.985257
22000 -0.957825 1.45057 0.492747 -0.00650093 1.01794
23000 -0.960322 1.40417 0.443852 -0.00435991 0.985385
24000 -0.764412 1.51345 0.74904 0.000975042 1.06207
25000 -0.791968 1.41524 0.623269 -0.000948054 0.993149
26000 -0.690566 1.31288 0.622318 -0.000332555 0.921322
27000 -1.17981 1.37057 0.190756 -0.00054496 0.961803
28000 -1.42463 1.42181 -0.00282539 0.000267422 0.997759
29000 -1.16165 1.34325 0.181605 -0.00263554 0.942635
30000 -0.914423 1.50607 0.591648 0.00321915 1.05689
31000 -1.01349 1.40867 0.395182 -0.00217903 0.98854
32000 -0.998888 1.3903 0.391417 0.00125198 0.975653
33000 -1.17451 1.3673 0.192792 -0.00311568 0.959509
34000 -0.88021 1.4485 0.568292 -0.00307376 1.01649
35000 -0.741537 1.48231 0.74077 -0.00386822 1.04022
36000 -0.497513 1.48349 0.985977 -0.00696904 1.04105
37000 -0.830884 1.51016 0.679271 -0.00138319 1.05976
38000 -0.94387 1.38628 0.442414 0.000898461 0.972831
39000 -0.857994 1.48402 0.62603 -0.00121625 1.04142
40000 -0.618002 1.46588 0.847876 -0.00363622 1.02869
41000 -0.607456 1.36241 0.75495 -0.00799643 0.956074
42000 -0.548509 1.49603 0.947523 -0.00800332 1.04985
43000 -0.742151 1.47644 0.734284 -0.00123811 1.0361
44000 -0.915319 1.36415 0.448832 0.000826469 0.957299
45000 -1.13895 1.42359 0.28464 -0.00169557 0.999012
46000 -0.872334 1.45179 0.579454 -0.00366268 1.0188
47000 -1.06788 1.4079 0.340027 0.000409446 0.988002
48000 -0.644301 1.40956 0.765256 -0.00437318 0.989163
49000 -0.723311 1.33793 0.614623 -0.00604818 0.938901
50000 -0.253331 1.47952 1.22619 -0.00920564 1.03826
51000 -0.836947 1.41019 0.573241 -0.00506207 0.989605
52000 -0.781392 1.45472 0.67333 -0.0125124 1.02086
53000 -0.789847 1.48704 0.697194 -0.0025335 1.04354
54000 -0.301125 1.42049 1.11937 -0.0118041 0.996835
55000 -0.483947 1.52092 1.03697 -0.00852383 1.06731
56000 -0.772174 1.48284 0.710669 -0.0113608 1.04059
57000 -0.467535 1.51784 1.05031 -0.0101959 1.06515
58000 -0.505238 1.36038 0.855146 -0.00680017 0.954656
59000 -0.845968 1.40785 0.561879 -0.00408401 0.987963
60000 -0.932273 1.50669 0.57442 -0.00371352 1.05733
61000 -0.823562 1.41633 0.592764 -0.00142519 0.993913
62000 -0.577377 1.53679 0.959417 0.0018301 1.07845
63000 -0.783293 1.4606 0.677305 0.000848277 1.02498
64000 -0.534241 1.52471 0.99047 -0.00532147 1.06997
65000 -0.644489 1.42695 0.782461 -0.00400644 1.00137
66000 -0.855562 1.50604 0.650476 -0.0012605 1.05687
67000 -0.742222 1.49095 0.748729 0.000434306 1.04628
68000 -0.21975 1.53503 1.31528 -0.00443682 1.07722
69000 -0.313717 1.326 1.01228 0.00235003 0.930525
70000 -0.909901 1.32357 0.413667 -0.00269502 0.92882
71000 -0.865564 1.33758 0.472015 0.000540584 0.938652
72000 -1.25315 1.38758 0.13443 -0.0013966 0.973743
73000 -0.803862 1.56147 0.757606 -0.00690003 1.09577
74000 -0.646443 1.42584 0.779398 -0.00428501 1.00059
75000 -0.43 1.37576 0.945758 -0.00597643 0.965444
76000 -0.596825 1.38959 0.792769 -0.00183883 0.975154
77000 -0.22384 1.49216 1.26832 -0.0120954 1.04713
78000 -0.953943 1.41398 0.460038 -0.0111317 0.992268
79000 -0.39203 1.45601 1.06398 -0.00603576 1.02176
80000 -0.741741 1.50728 0.765536 -0.00500414 1.05774
81000 -0.638643 1.39725 0.758611 -0.0127006 0.980529
82000 -0.665397 1.51977 0.854368 -0.0113766 1.0665
83000 -0.702362 1.30375 0.601387 -0.00396283 0.914911
84000 -0.962145 1.35548 0.393333 -0.0101001 0.951213
85000 -0.793591 1.4623 0.668709 -0.000787506 1.02618
86000 -0.693219 1.51694 0.823723 -0.00756124 1.06452
87000 -0.494695 1.41195 0.917256 -0.012178 0.990843
88000 -0.667641 1.39177 0.724128 -0.00897895 0.97668
89000 -0.818859 1.36903 0.550169 -0.0152715 0.960722
90000 -0.639044 1.36404 0.724995 -0.00566458 0.957221
91000 -0.445564 1.45648 1.01091 -0.00236022 1.02209
92000 -0.822617 1.3815 0.558885 1.74624e-05 0.969474
93000 -0.852604 1.50148 0.648881 0.000818077 1.05367
94000 -1.20784 1.39475 0.186908 -0.000827415 0.978772
95000 -0.852589 1.45889 0.606297 -0.00319049 1.02378
96000 -0.430301 1.33347 0.90317 -0.00338524 0.93577
97000 -0.456824 1.56216 1.10533 -9.33624e-05 1.09625
98000 -1.10941 1.4048 0.295392 0.000343917 0.985824
99000 -1.25459 1.4305 0.175914 0.00146042 1.00386
100000 -1.14186 1.47412 0.332263 -0.00639743 1.03447
