# Time-averaged data for fix msd_out
# TimeStep c_msd[4]
0 0
100 0.189305
200 0.288458
300 0.356532
400 0.450476
500 0.425977
600 0.51564
700 0.54893
800 0.621503
900 0.684339
1000 0.702457
1100 0.768468
1200 0.787006
1300 0.877917
1400 0.909224
1500 0.986188
1600 1.00717
1700 1.02566
1800 1.01666
1900 1.06008
2000 1.0888
2100 1.13709
2200 1.19889
2300 1.20471
2400 1.2588
2500 1.29474
2600 1.32379
2700 1.37393
2800 1.42892
2900 1.51892
3000 1.60496
3100 1.71912
3200 1.83388
3300 1.97735
3400 2.12636
3500 2.29355
3600 2.49752
3700 2.71889
3800 2.95842
3900 3.20712
4000 3.46233
4100 3.76091
4200 4.0859
4300 4.49325
4400 4.92387
4500 5.38501
4600 5.83877
4700 6.35755
4800 6.92677
4900 7.52373
5000 8.15935
5100 8.79814
5200 9.50042
5300 10.1664
5400 10.8728
5500 11.6731
5600 12.5075
5700 13.3935
5800 14.2041
5900 15.0758
6000 16.0597
6100 16.9384
6200 17.8372
6300 18.7764
6400 19.8043
6500 21.0034
6600 22.2554
6700 23.4246
6800 24.5695
6900 25.8089
7000 27.3222
7100 28.7652
7200 30.1523
7300 31.6104
7400 33.2725
7500 34.917
7600 36.4914
7700 38.1339
7800 40.0297
7900 42.1161
8000 44.2456
8100 46.2938
8200 48.2621
8300 50.245
8400 52.1768
8500 54.1066
8600 56.1218
8700 58.1699
8800 60.1508
8900 61.963
9000 63.8973
9100 65.8087
9200 67.308
9300 69.0631
9400 71.1014
9500 73.0689
9600 75.0531
9700 76.9719
9800 79.0109
9900 81.0923
10000 83.3681
10100 85.5437
10200 87.3923
10300 89.3222
10400 91.5976
10500 93.9046
10600 96.3471
10700 98.6956
10800 101.061
10900 103.594
11000 106.142
11100 108.838
11200 111.595
11300 113.827
11400 115.972
11500 117.921
11600 120.029
11700 122.323
11800 124.633
11900 126.093
12000 128.083
12100 129.929
12200 131.906
12300 133.447
12400 134.922
12500 136.468
12600 137.928
12700 139.614
12800 140.892
12900 142.395
13000 143.902
13100 145.545
13200 146.55
13300 147.951
13400 149.517
13500 151.001
13600 152.119
13700 153.698
13800 155.617
13900 157.072
14000 158.216
14100 159.981
14200 162.178
14300 164.066
14400 165.89
14500 167.799
14600 170.006
14700 172.113
14800 174.4
14900 176.609
15000 179.284
15100 182.236
15200 184.224
15300 186.611
15400 189.2
15500 191.508
15600 193.841
15700 196.463
15800 199.017
15900 201.494
16000 204.112
16100 206.329
16200 208.461
16300 210.803
16400 213.078
16500 215.703
16600 218.357
16700 220.905
16800 223.523
16900 226.425
17000 229.156
17100 232.542
17200 236.008
17300 238.898
17400 242.026
17500 245.05
17600 248.502
17700 252.025
17800 255.207
17900 258.021
18000 260.991
18100 264.871
18200 268.857
18300 272.12
18400 275.48
18500 279.197
18600 283.3
18700 286.956
18800 290.377
18900 293.704
19000 297.306
19100 300.601
19200 304.365
19300 308.449
19400 312.021
19500 315.394
19600 319.071
19700 322.811
19800 327.055
19900 331.146
20000 335.013
20100 338.934
20200 343.032
20300 347.62
20400 352.833
20500 357.234
20600 361.831
20700 366.653
20800 370.672
20900 374.409
21000 378.387
21100 383.005
21200 387.548
21300 392.101
21400 396.765
21500 401.279
21600 405.616
21700 410.161
21800 415.331
21900 419.585
22000 424.254
22100 429.161
22200 434.424
22300 438.897
22400 443.208
22500 447.588
22600 451.855
22700 456.066
22800 460.156
22900 464.22
23000 469.042
23100 473.866
23200 478.168
23300 482.784
23400 488.25
23500 494.221
23600 500.223
23700 505.4
23800 510.848
23900 515.92
24000 520.901
24100 525.729
24200 530.748
24300 535.851
24400 541.35
24500 547.092
24600 552.617
24700 558.216
24800 563.632
24900 568.948
25000 574.905
25100 580.489
25200 585.094
25300 590.129
25400 594.994
25500 600.26
25600 605.816
25700 611.564
25800 617.573
25900 624.078
26000 630.635
26100 636.451
26200 642.747
26300 650.058
26400 657.506
26500 662.935
26600 666.436
26700 668.803
26800 670.628
26900 672.265
27000 672.303
27100 671.753
27200 671.599
27300 672.452
27400 674.902
27500 678.361
27600 680.552
27700 681.581
27800 683.096
27900 684.702
28000 687.881
28100 691.546
28200 694.574
28300 696.794
28400 697.565
28500 698.11
28600 699.567
28700 702.662
28800 705.444
28900 707.714
29000 708.704
29100 709.05
29200 709.467
29300 709.709
29400 710.876
29500 710.777
29600 710.837
29700 710.808
29800 709.438
29900 708.746
30000 709.744
30100 710.941
30200 711.314
30300 711.532
30400 711.228
30500 710.156
30600 710.408
30700 712.054
30800 712.226
30900 711.666
31000 710.823
