# Time-averaged data for fix msd_out
# TimeStep c_msd[4]
0 0
100 0.364331
200 0.417412
300 0.70073
400 0.76383
500 0.942746
600 1.04021
700 1.20415
800 1.33838
900 1.4694
1000 1.57601
1100 1.72447
1200 1.88942
1300 2.08767
1400 2.24037
1500 2.44128
1600 2.63624
1700 2.86231
1800 3.11697
1900 3.36806
2000 3.67033
2100 3.97044
2200 4.31026
2300 4.69674
2400 5.09744
2500 5.53839
2600 5.97539
2700 6.51637
2800 7.1592
2900 7.83535
3000 8.5611
3100 9.28399
3200 10.0504
3300 10.8744
3400 11.7486
3500 12.5924
3600 13.5688
3700 14.6373
3800 15.7778
3900 17.0131
4000 18.3534
4100 19.7481
4200 21.0935
4300 22.4748
4400 24.0036
4500 25.599
4600 27.1135
4700 28.6679
4800 30.1759
4900 31.7598
5000 33.5358
5100 35.4957
5200 37.5783
5300 39.7934
5400 42.1681
5500 44.8283
5600 47.5023
5700 50.1927
5800 52.9544
5900 55.7396
6000 58.7679
6100 62.1071
6200 65.47
6300 68.6303
6400 71.9222
6500 75.4459
6600 79.2375
6700 83.1073
6800 86.9109
6900 91.0212
7000 95.357
7100 99.7956
7200 104.435
7300 109.217
7400 114.328
7500 119.576
7600 124.807
7700 130.067
7800 135.632
7900 141.222
8000 146.41
8100 151.621
8200 157.074
8300 162.788
8400 168.976
8500 175.482
8600 181.756
8700 188.297
8800 195.371
8900 203.031
9000 210.606
9100 218.194
9200 225.71
9300 233.05
9400 240.893
9500 249.147
9600 257.225
9700 265.342
9800 273.721
9900 282.318
10000 291.672
10100 301.329
10200 311.033
10300 320.586
10400 330.289
10500 340.471
10600 351.34
10700 361.897
10800 372.34
10900 382.665
11000 393.632
11100 405.235
11200 416.543
11300 427.785
11400 439.724
11500 452.124
11600 464.203
11700 475.986
11800 488.654
11900 501.885
12000 514.783
12100 527.391
12200 540.272
12300 554.176
12400 568.247
12500 581.702
12600 595.217
12700 609.365
12800 623.862
12900 638.311
13000 652.869
13100 667.837
13200 683.285
13300 699.558
13400 715.282
13500 730.215
13600 745.666
13700 760.92
13800 775.585
13900 790.228
14000 806.473
14100 822.126
14200 837.77
14300 853.426
14400 869.414
14500 885.113
14600 900.959
14700 918.009
14800 935.079
14900 951.325
15000 967.446
15100 983.4
15200 1000.81
15300 1019.35
15400 1037.33
15500 1054.27
15600 1071.17
15700 1087.71
15800 1103.83
15900 1120.45
16000 1138.83
16100 1157.62
16200 1175.13
16300 1192.98
16400 1211.28
16500 1229.73
16600 1247.49
16700 1264.56
16800 1281
16900 1298.59
17000 1317.36
17100 1336.29
17200 1354.22
17300 1373.26
17400 1391.26
17500 1409.61
17600 1428.42
17700 1446.29
17800 1464.31
17900 1483.73
18000 1504.08
18100 1525.35
18200 1546
18300 1565.48
18400 1584.29
18500 1602.64
18600 1621.12
18700 1639.58
18800 1658.11
18900 1674.81
19000 1691.09
19100 1709.28
19200 1728.47
19300 1746.77
19400 1765.2
19500 1783.2
19600 1801.73
19700 1820.81
19800 1838.4
19900 1856.01
20000 1874.15
20100 1892.94
20200 1912.15
20300 1932.1
20400 1952.12
20500 1971.28
20600 1989.52
20700 2008.51
20800 2028.86
20900 2048.76
21000 2068.44
21100 2087.56
21200 2104.88
21300 2124.61
21400 2145.8
21500 2167.41
21600 2188.29
21700 2210.35
21800 2230.42
21900 2250.21
22000 2269.43
22100 2288.49
22200 2308.15
22300 2327.98
22400 2349.26
22500 2370.8
22600 2391.72
22700 2411.48
22800 2431.49
22900 2451.11
23000 2469.18
23100 2487.69
23200 2507.9
23300 2529.71
23400 2550.63
23500 2570.78
23600 2590.53
23700 2610.55
23800 2629.29
23900 2649.02
24000 2668.61
24100 2685.49
24200 2701.92
24300 2719.65
24400 2738.02
24500 2754.92
24600 2772.73
24700 2792.63
24800 2812.1
24900 2832.83
25000 2851.28
25100 2869.28
25200 2885.57
25300 2899.87
25400 2912.77
25500 2923.48
25600 2932.73
25700 2937.9
25800 2941.62
25900 2940.83
26000 2938.69
26100 2938.56
26200 2938.51
26300 2939.35
26400 2940.01
26500 2940.85
26600 2942.47
26700 2945.29
26800 2945.78
26900 2944.38
27000 2943.78
27100 2944.13
27200 2947.02
27300 2946.67
27400 2944.92
27500 2945.2
27600 2946.66
27700 2951.37
27800 2955.02
27900 2957.77
28000 2961.77
28100 2963.81
28200 2963.04
28300 2961.44
28400 2960.08
28500 2958.48
28600 2955.88
28700 2956.45
28800 2959.17
28900 2962.08
29000 2963.75
29100 2969.01
29200 2971.16
29300 2968.63
29400 2967.72
29500 2970.29
29600 2971.28
29700 2970.07
29800 2970.34
29900 2970.54
30000 2972.81
30100 2975.31
30200 2975.16
30300 2975.92
30400 2973.93
30500 2970.39
30600 2967.36
30700 2967.19
30800 2966.74
30900 2966.13
31000 2967.52
31100 2967.75
31200 2965.86
31300 2963.65
31400 2960.29
31500 2958.06
31600 2957.44
31700 2959.54
31800 2961.54
31900 2962.18
32000 2964.95
32100 2969.16
32200 2969.47
32300 2970.23
32400 2971.06
32500 2966.15
32600 2960.81
32700 2961.19
32800 2964.36
32900 2968.45
33000 2971.54
33100 2972.97
33200 2976.9
33300 2977.75
33400 2977.14
33500 2978.31
33600 2978.62
33700 2978.84
33800 2977.25
33900 2978.04
34000 2980.02
34100 2979.52
34200 2976.66
34300 2975.84
34400 2975.52
34500 2975.36
34600 2976.46
34700 2978.19
34800 2978.21
34900 2978.75
35000 2980.98
35100 2983.24
35200 2981.3
35300 2981.08
35400 2981.28
35500 2980.46
35600 2980.72
35700 2979.24
35800 2975.14
35900 2973.03
36000 2973.55
36100 2976.93
36200 2978.28
36300 2976.74
36400 2976.14
36500 2977.83
36600 2979.18
36700 2976.88
36800 2974
36900 2974.44
37000 2976.83
37100 2978.8
37200 2979.17
37300 2980.14
37400 2981.09
37500 2978.2
37600 2977.45
37700 2975.29
37800 2975.6
37900 2975.86
38000 2974.83
38100 2975.56
38200 2977.68
38300 2979.95
38400 2982.39
38500 2985.82
38600 2985.99
38700 2980.28
38800 2976.38
38900 2975.23
39000 2973.45
39100 2971.85
39200 2972.91
39300 2977.24
39400 2979
39500 2978.17
39600 2974.4
39700 2974.65
39800 2978.17
39900 2980.13
40000 2981.13
40100 2983.89
40200 2980.38
40300 2977.68
40400 2980.05
40500 2982.66
40600 2982.76
40700 2985.08
40800 2986.27
40900 2984.67
41000 2983.68
41100 2983.97
41200 2985.29
41300 2983.54
41400 2983.16
41500 2981.26
41600 2984.68
41700 2987.88
41800 2984.02
41900 2983.35
42000 2986.28
42100 2988.28
42200 2987.05
42300 2988.92
42400 2989.66
42500 2987.97
42600 2989.67
42700 2989.89
42800 2989.31
42900 2987.35
43000 2987.1
43100 2986.85
43200 2986.88
43300 2984.59
43400 2982.63
43500 2982.15
43600 2985.29
43700 2988.78
43800 2987.79
43900 2985.58
44000 2983.51
44100 2983.5
44200 2987.62
44300 2989.1
44400 2987.88
44500 2987.66
44600 2989.67
44700 2987.23
44800 2984.91
44900 2983.87
45000 2982.79
45100 2981.79
45200 2982.55
45300 2983.43
45400 2985.78
45500 2986.53
45600 2984.12
45700 2982.29
45800 2982.55
45900 2981.28
46000 2976.85
46100 2977.58
46200 2980.63
